#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000009 0.000003 0.000007 0.000952 0.009497 0.000408 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000961 0.000412 0.009504 0.000000 0.000000 0.000000
9.300000 -0.000029 0.000009 0.001842 0.051678 0.158391 0.049940 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.051707 0.049949 0.160373 0.000000 0.000000 0.000000
9.500000 -0.010108 0.005847 0.002286 0.326473 0.023565 0.066371 -0.000000 0.000000 0.000001 0.000000 0.046993 0.000000 -0.336582 0.072380 0.025477 0.000000 0.000000 0.048445
9.700000 -0.017727 0.001406 0.001493 0.258941 0.025883 0.022739 -0.000001 0.000000 0.000008 1.812106 0.141198 1.812106 -0.276668 0.024198 0.027411 -1.812108 1.812108 0.141214
9.900000 -0.015140 0.001947 0.002137 0.150691 0.022676 0.022065 -0.000004 0.000001 0.000008 1.600934 0.075375 1.600934 -0.165831 0.023878 0.024960 -1.600938 1.600938 0.075376
10.100000 -0.020065 0.001515 0.004231 0.157735 0.027645 0.018709 -0.000004 0.000002 0.000005 0.000000 1.690100 0.000000 -0.177800 0.020137 0.031554 0.000000 0.000000 1.690106
10.300000 -0.033378 0.002560 0.005939 0.172179 0.019912 0.021530 -0.000001 0.000001 0.000004 0.000000 0.000000 0.000000 -0.205557 0.024169 0.025452 0.000000 0.000000 0.000000
10.500000 -0.026763 0.001521 0.004738 0.140505 0.013722 0.016182 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 -0.167267 0.017370 0.017900 0.000000 0.000000 0.000000
10.700000 -0.022303 0.001228 0.003342 0.139002 0.009269 0.015813 -0.000001 0.000001 0.000001 0.000000 0.000000 0.000000 -0.161304 0.017200 0.012405 0.000000 0.000000 0.000000
10.900000 -0.019019 0.001097 0.002213 0.136151 0.007799 0.015771 -0.000003 0.000003 -0.000000 0.000000 0.000000 0.000000 -0.155170 0.017109 0.010130 0.000000 0.000000 0.000000
11.100000 -0.015809 0.001374 0.001574 0.122972 0.009877 0.012673 -0.000008 0.000008 0.000021 0.000000 0.000000 0.000000 -0.138781 0.013981 0.011696 0.000000 0.000000 0.000000
