#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000073 0.000061 0.001930 0.050754 0.127890 0.049528 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.050827 0.049590 0.129860 0.000000 0.000000 0.000000
9.300000 -0.002843 0.001544 0.000594 0.229152 0.020387 0.076470 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 -0.231995 0.077905 0.021025 0.000000 0.000000 0.000000
9.500000 -0.008684 0.000628 0.000489 0.291958 0.016967 0.024157 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.300642 0.024595 0.016846 0.000000 0.000000 0.000000
9.700000 -0.010966 0.001292 0.000775 0.213630 0.019123 0.028488 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.224597 0.029780 0.019601 0.000000 0.000000 0.000000
9.900000 -0.011020 0.001776 0.001302 0.145019 0.017261 0.030351 -0.000001 0.000001 0.000000 0.000000 0.000000 0.000000 -0.156039 0.032070 0.018548 0.000000 0.000000 0.000000
10.100000 -0.019059 0.002455 0.002254 0.173293 0.017338 0.032578 0.000000 -0.000000 0.000001 0.000000 0.000000 0.000000 -0.192352 0.035272 0.019967 0.000000 0.000000 0.000000
10.300000 -0.022490 0.003259 0.002135 0.144222 0.010502 0.026868 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.166712 0.030150 0.012672 0.000000 0.000000 0.000000
10.500000 -0.017354 0.002436 0.001769 0.128527 0.007798 0.021900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.145880 0.024172 0.009659 0.000000 0.000000 0.000000
10.700000 -0.013087 0.001979 0.000965 0.114520 0.006739 0.018153 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.127606 0.020096 0.007594 0.000000 0.000000 0.000000
10.900000 -0.009087 0.001030 0.001187 0.092142 0.006799 0.014541 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.101229 0.015658 0.008021 0.000000 0.000000 0.000000
11.100000 -0.008345 0.001208 0.000526 0.081337 0.006115 0.010047 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.089683 0.011153 0.006536 0.000000 0.000000 0.000000
11.300000 -0.004078 0.000679 0.000680 0.059430 -0.000697 0.013357 -0.000026 0.000026 -0.000026 0.000000 0.000000 0.000000 -0.063509 0.013801 -0.000072 0.000000 0.000000 0.000000
11.500000 -0.003997 0.000616 0.000512 0.063576 0.008148 0.001766 0.000119 0.000510 0.000119 0.000000 0.000000 0.098097 -0.067573 0.001833 0.007918 0.000000 0.106341 0.000000
11.700000 -0.001690 -0.000598 0.002739 0.075492 0.016603 0.008374 0.000228 0.001822 0.000228 0.000000 0.000000 0.095900 -0.077182 0.007143 0.018923 0.000000 0.103779 0.000000
11.900000 -0.004436 0.005499 0.002350 0.041507 0.012857 0.023254 -0.001335 0.001601 -0.000155 0.000000 0.000000 0.000000 -0.045943 0.027795 0.014521 0.000000 0.000000 0.000000
12.100000 -0.004011 0.012809 -0.001649 0.224051 0.081502 0.003151 -0.000153 0.014640 0.000173 0.000000 0.000000 0.000000 -0.228062 0.009173 0.076732 0.000000 0.005868 0.000000
12.300000 -0.003871 0.002692 0.011597 0.000000 0.000000 0.000000 0.017519 0.016227 0.017519 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
