#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.000000 0.000000 4.494999 0.000000 0.000000 4.494999 0.000000 0.000000 4.494999 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.494999 0.000000 0.000000 0.000000 -4.495000 4.495000 0.000000 -4.495000 4.495000 0.000000 -4.495000 4.495000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -4.495000 4.495000 0.000000 0.000000 0.000000 0.000000
9.300000 -4.494999 0.000001 0.000000 -4.494999 0.000001 0.000000 -4.494999 0.000001 0.000000 0.000000 0.000000 0.000000 -4.494997 0.000005 0.000001 -4.494999 0.000001 0.000000 0.000000 0.000000 3.395000 -4.494999 0.000000 0.000000 -4.494999 0.000000 0.000000 -4.494999 0.000000 0.000000 0.000000 0.000000 4.190000 -4.494998 0.000004 0.000001 -4.494999 0.000000 0.000000 0.000000 0.000000 4.155000
9.500000 -4.494931 0.000049 0.000040 -4.494943 0.000041 0.000033 -4.494943 0.000039 0.000033 -3.504253 0.122182 0.200747 -4.494822 0.000128 0.000101 -4.494931 0.000048 0.000040 -3.501634 0.116111 0.187531 -4.494942 0.000040 0.000033 -4.494952 0.000033 0.000028 -4.494953 0.000033 0.000028 -3.711208 0.091461 0.258289 -4.494849 0.000116 0.000086 -4.494942 0.000040 0.000034 -3.728762 0.117784 0.235083
9.700000 -4.493513 0.000747 0.000728 -4.493706 0.000643 0.000653 -4.493707 0.000598 0.000655 -3.161706 0.030689 0.281993 -4.470366 0.039873 0.022838 -4.493515 0.000665 0.000739 -3.159399 0.035261 0.275378 -4.493551 0.000733 0.000784 -4.493752 0.000648 0.000684 -4.493755 0.000607 0.000696 -3.405176 0.043169 0.287134 -4.467906 0.045767 0.025504 -4.493556 0.000692 0.000798 -3.392593 0.040260 0.299337
9.900000 -4.296330 0.111597 0.135923 -4.321798 0.108054 0.127186 -4.321909 0.104317 0.127300 -2.985411 0.027512 0.224697 -4.081240 0.093990 0.179529 -4.296478 0.107580 0.136036 -2.980272 0.032577 0.209154 -4.283186 0.100326 0.158094 -4.312125 0.100170 0.144788 -4.312412 0.107055 0.144799 -3.232127 0.051546 0.233442 -4.065800 0.091736 0.212201 -4.283579 0.105883 0.158048 -3.218916 0.056927 0.227399
10.100000 -3.872256 0.083158 0.170855 -3.897366 0.079509 0.175700 -3.897394 0.081681 0.176128 -2.937785 0.097025 0.239457 -3.723159 0.080150 0.134615 -3.872286 0.083280 0.170850 -2.939358 0.117075 0.159354 -3.856864 0.081815 0.195111 -3.882058 0.081526 0.205515 -3.882133 0.086871 0.206563 -3.162377 0.066574 0.159300 -3.706545 0.088503 0.161395 -3.856944 0.083081 0.196288 -3.131098 0.065124 0.152579
10.300000 -3.601674 0.067836 0.126582 -3.629248 0.065009 0.136489 -3.629260 0.064950 0.136534 -3.243974 0.523494 0.146882 -3.468812 0.082597 0.084677 -3.601709 0.067867 0.126644 -2.865519 0.219523 0.080100 -3.584442 0.063741 0.155367 -3.610978 0.062624 0.168137 -3.610993 0.063625 0.168158 -3.170211 0.189037 0.131083 -3.451645 0.079756 0.116256 -3.584478 0.065021 0.155428 -2.909060 0.098634 0.169575
10.500000 -3.395015 0.064649 0.093638 -3.434737 0.055118 0.114108 -3.434748 0.055072 0.114101 -3.260563 3.260563 0.102378 -3.231435 0.079906 0.050789 -3.395130 0.064746 0.093826 -2.824316 0.244356 0.038205 -3.379371 0.058446 0.127810 -3.416373 0.052133 0.146761 -3.416381 0.053064 0.146760 -3.256106 0.460823 0.085714 -3.214992 0.080064 0.074055 -3.379479 0.058430 0.127788 -2.833734 0.221670 0.062313
10.700000 -3.197868 0.049742 0.076557 -3.253395 0.043792 0.101387 -3.253401 0.043778 0.101381 -3.232253 0.237684 0.061137 -3.015847 0.044589 0.059492 -3.198185 0.049042 0.076529 -2.791345 0.186509 0.044834 -3.183458 0.050086 0.112579 -3.235003 0.042872 0.134374 -3.235000 0.045641 0.134377 -3.264162 0.315515 0.039049 -3.000922 0.046889 0.090490 -3.183771 0.050302 0.112668 -2.781379 0.205344 0.075154
10.900000 -3.006709 0.028671 0.070951 -3.061219 0.024912 0.089052 -3.061252 0.024943 0.089037 -3.022263 0.099482 0.066839 -2.829728 0.023209 0.058259 -3.007509 0.028634 0.070520 -2.686401 0.201299 0.024057 -2.993702 0.038705 0.108473 -3.044060 0.034693 0.122512 -3.044079 0.034703 0.122469 -3.022720 0.097173 0.086145 -2.818093 0.039265 0.093206 -2.994397 0.042015 0.108089 -2.696692 0.216034 0.056512
11.100000 -2.811414 0.010000 0.057879 -2.862909 0.009025 0.073701 -2.862846 0.009102 0.073784 -2.897026 0.083054 0.045372 -2.631932 0.007514 0.047525 -2.812795 0.009604 0.058403 -2.581794 0.175285 0.030812 -2.797827 0.034634 0.106012 -2.846329 0.029481 0.117123 -2.846153 0.029419 0.117120 -2.891345 0.073689 0.078047 -2.617522 0.027039 0.097735 -2.799120 0.034786 0.106405 -2.595854 0.168897 0.060597
11.300000 -2.612915 0.000430 0.051162 -2.659693 -0.000784 0.063545 -2.659168 -0.001298 0.063997 -2.722731 0.009666 0.064474 -2.440700 0.003903 0.044735 -2.615176 0.000382 0.051145 -2.474196 0.118150 0.022478 -2.598864 0.029052 0.101557 -2.643010 0.028298 0.111550 -2.642212 0.029366 0.112168 -2.724852 0.025911 0.097831 -2.427857 0.024630 0.098328 -2.600755 0.028004 0.102822 -2.483045 0.130157 0.054370
11.500000 -2.406922 0.004092 0.043360 -2.448025 0.001444 0.054065 -2.446618 0.002021 0.054481 -2.506318 0.024818 0.039180 -2.242154 0.000051 0.043056 -2.409528 0.003067 0.046025 -2.342626 0.094003 0.017837 -2.392212 0.032638 0.100144 -2.429672 0.027846 0.105555 -2.427457 0.026114 0.106408 -2.512268 0.041212 0.083877 -2.228003 0.031312 0.096602 -2.394119 0.031425 0.101962 -2.347654 0.099816 0.048475
11.700000 -2.166880 0.003310 0.051607 -2.202639 0.004495 0.056787 -2.196675 0.002092 0.060137 -2.300610 0.018357 0.040334 -2.017986 -0.001039 0.049829 -2.165451 0.001677 0.055449 -2.178988 0.057004 0.013069 -2.153493 0.033498 0.103098 -2.188396 0.032197 0.110135 -2.180667 0.031042 0.112190 -2.291626 0.035749 0.092219 -2.001981 0.027240 0.099890 -2.151116 0.031133 0.108736 -2.173922 0.070652 0.053310
11.900000 -1.918088 0.001871 0.055567 -1.944116 0.004092 0.059036 -1.927256 0.001786 0.065914 -2.069847 0.023168 0.040329 -1.805042 -0.003944 0.055499 -1.904468 -0.000624 0.061018 -1.989519 0.034104 0.023235 -1.901993 0.028329 0.102050 -1.926895 0.028583 0.104071 -1.905833 0.023376 0.112626 -2.064391 0.045390 0.088435 -1.793235 0.020734 0.102166 -1.883926 0.022961 0.111043 -1.989380 0.062127 0.068494
12.100000 -1.745167 0.011064 0.042534 -1.759552 0.015082 0.045065 -1.726804 0.009981 0.052450 -1.879382 0.032447 0.034392 -1.686556 0.008963 0.042385 -1.714811 0.008587 0.051894 -1.838475 0.036213 0.022012 -1.726460 0.040278 0.079684 -1.738621 0.041287 0.082714 -1.696561 0.029698 0.093821 -1.874873 0.061638 0.069477 -1.666359 0.033587 0.082939 -1.685881 0.030170 0.092426 -1.828918 0.060954 0.064611
12.300000 -1.718732 0.020852 0.019489 -1.722276 0.021133 0.019518 -1.673195 0.013516 0.030861 -1.816044 0.044112 0.014500 -1.697630 0.020564 0.020925 -1.669623 0.012351 0.031493 -1.796753 0.042076 0.010092 -1.698398 0.053292 0.063380 -1.703019 0.054687 0.066361 -1.640317 0.042493 0.080374 -1.806681 0.069053 0.052940 -1.674620 0.046948 0.067549 -1.636582 0.042714 0.081150 -1.786347 0.070487 0.050740
12.500000 -1.801751 0.031283 0.008950 -1.804527 0.031742 0.009140 -1.752968 0.029080 0.016764 -1.859193 0.036962 0.007366 -1.780101 0.027270 0.013927 -1.750423 0.030445 0.016589 -1.848905 0.036180 0.005608 -1.784487 0.063229 0.061408 -1.785082 0.063306 0.061386 -1.710101 0.053008 0.067496 -1.852765 0.070087 0.051764 -1.780325 0.064115 0.060467 -1.706803 0.054580 0.067317 -1.846487 0.070140 0.053534
