#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.002831 0.003020 0.000818 0.002877 0.002975 0.000688 0.002877 0.002975 0.000675 0.000000 0.000000 0.000000 0.001257 0.009918 0.001257 0.002831 0.003020 0.000659 0.000000 0.000000 0.000000 0.004244 0.002755 0.002365 0.004313 0.002795 0.002636 0.004313 0.002795 0.002658 0.000000 0.000000 0.000000 0.002667 0.008014 0.002667 0.004244 0.002755 0.002611 0.000000 0.000000 0.000000
9.300000 0.009677 0.005132 0.003815 0.009445 0.004936 0.003731 0.009005 0.005095 0.003620 0.000000 0.218485 0.000000 0.010859 0.007547 0.001045 0.009154 0.005274 0.003671 0.000000 0.215778 0.000000 0.007900 0.003774 0.002940 0.007738 0.003677 0.002876 0.007127 0.003797 0.002589 0.000000 0.427608 0.000000 0.011595 0.002735 0.003784 0.007311 0.003902 0.002697 0.000000 0.399172 0.000000
9.500000 0.067023 0.023406 0.018184 0.062848 0.021674 0.017653 0.062639 0.021816 0.018129 0.507419 -0.063363 0.303592 0.098706 0.034304 0.022359 0.066813 0.023249 0.018562 0.492240 -0.083326 0.257783 0.057758 0.021712 0.015994 0.053950 0.019924 0.015512 0.053558 0.019856 0.016448 0.353696 0.010082 0.076100 0.086137 0.031343 0.018845 0.057334 0.021371 0.016644 0.343157 0.002541 0.064175
9.700000 0.256133 0.049569 0.042142 0.245178 0.046967 0.043902 0.244937 0.046806 0.045605 0.331302 0.003043 0.028172 0.312654 0.047998 0.035713 0.255882 0.047979 0.043496 0.329265 0.004230 0.028527 0.238965 0.044188 0.042775 0.228292 0.042388 0.043758 0.227771 0.041588 0.044769 0.319993 0.007052 0.031728 0.291739 0.046411 0.036108 0.238437 0.043335 0.044131 0.310102 0.013797 0.023174
9.900000 0.397628 0.028437 0.026043 0.386772 0.026082 0.031464 0.386606 0.025315 0.032498 0.408902 -0.017485 0.121397 0.432380 0.035231 0.014158 0.397468 0.027915 0.027502 0.407450 -0.005345 0.119591 0.372840 0.022902 0.026217 0.362068 0.021821 0.031853 0.361722 0.021385 0.031928 0.318529 0.039148 0.045289 0.402162 0.035569 0.014206 0.372504 0.022158 0.027400 0.312710 0.040729 0.042247
10.100000 0.422717 0.028623 0.009551 0.409976 0.022641 0.012248 0.409926 0.022507 0.012619 0.400287 0.011808 0.145986 0.458346 0.043100 0.006973 0.422674 0.028309 0.010595 0.434494 -0.000308 0.176933 0.382362 0.028841 0.011092 0.368614 0.023127 0.013594 0.368520 0.022673 0.013295 0.307924 0.039082 0.067758 0.418642 0.047438 0.006503 0.382278 0.028434 0.011329 0.302903 0.069852 0.059084
10.300000 0.416787 0.038365 0.004400 0.390657 0.026597 0.008351 0.390643 0.026558 0.008451 0.233838 0.234369 0.011847 0.478146 0.050334 0.006718 0.416759 0.038303 0.006807 0.419650 0.029452 0.181363 0.366215 0.044883 0.005213 0.335921 0.029131 0.009581 0.335903 0.029063 0.009599 0.338888 0.021436 0.141107 0.435400 0.053523 0.004785 0.366183 0.044766 0.006316 0.328631 0.062032 0.103138
10.500000 0.401367 0.035407 0.004982 0.365710 0.025319 0.008482 0.365710 0.025300 0.008482 0.352596 0.051113 0.352596 0.454036 0.028284 0.013110 0.401307 0.035450 0.006146 0.508663 0.004284 0.330440 0.345182 0.040152 0.006371 0.302820 0.025252 0.010018 0.302806 0.025249 0.010014 0.450253 -0.021624 0.450253 0.405370 0.030515 0.012446 0.345104 0.040014 0.007064 0.452314 0.005422 0.195188
10.700000 0.381803 0.027076 0.007407 0.347320 0.018784 0.010982 0.347315 0.018804 0.010979 0.347685 0.017190 0.347685 0.419472 0.019161 0.013255 0.381623 0.027129 0.007570 0.463752 0.006990 0.130220 0.320758 0.028997 0.007800 0.278892 0.018346 0.010803 0.278885 0.018293 0.010801 0.285234 0.032924 0.285234 0.364705 0.020386 0.013472 0.320524 0.028925 0.007774 0.425323 0.000410 0.124718
10.900000 0.369689 0.022770 0.010965 0.337217 0.014427 0.013614 0.337202 0.014425 0.013615 0.355883 0.003230 0.355883 0.403614 0.016584 0.013710 0.369290 0.022796 0.011158 0.473243 0.001389 0.065925 0.305845 0.022526 0.008990 0.265212 0.013769 0.010860 0.265204 0.013586 0.010851 0.269190 0.018694 0.269190 0.346931 0.016605 0.013839 0.305307 0.022483 0.009572 0.439147 -0.003673 0.076177
