#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000000 0.000000 0.000000 0.000036 0.000026 0.000028 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000037 0.000028 0.000026 0.000000 0.000000 0.000000
9.300000 -0.000005 0.000002 0.000004 0.000237 0.000183 0.000112 0.000000 0.000000 0.000000 0.000000 1.529759 0.000000 -0.000243 0.000114 0.000186 0.000000 0.000000 1.529759
9.500000 -0.000092 0.000029 0.000050 0.025912 0.073291 0.024572 0.000000 0.000000 0.000002 1.898469 0.029228 1.897759 -0.026004 0.024602 0.073342 -1.898469 1.897723 0.029228
9.700000 -0.019334 0.005609 0.007059 0.259830 0.029976 0.042404 -0.000009 0.000002 0.000078 1.916813 -0.015278 0.200027 -0.279164 0.046834 0.035473 -1.916822 0.200004 -0.015247
9.900000 -0.025791 0.001491 0.005083 0.190668 0.035035 0.013398 -0.000036 0.000005 0.000150 1.521038 0.030559 0.136741 -0.216460 0.014974 0.039809 -1.521075 0.136767 0.030557
10.100000 -0.024357 0.001001 0.007120 0.142608 0.037708 0.007438 -0.000016 0.000004 0.000069 1.475868 0.000460 0.266972 -0.166965 0.008141 0.044663 -1.475883 0.266981 0.000487
10.300000 -0.036778 -0.000296 0.016172 0.172281 0.049226 0.007942 -0.000008 0.000003 0.000034 1.397284 0.061344 1.082265 -0.209059 0.006346 0.065465 -1.397292 1.081469 0.061404
10.500000 -0.045068 -0.000432 0.017527 0.165158 0.026950 0.012528 -0.000006 0.000006 0.000021 0.000000 0.574673 0.000000 -0.210226 0.010845 0.043187 0.000000 0.000000 0.574679
10.700000 -0.040446 0.000398 0.011755 0.159811 0.019476 0.012126 -0.000024 0.000024 0.000048 0.593027 -0.131086 0.593027 -0.200257 0.011909 0.031042 -0.593051 0.593051 -0.131073
10.900000 -0.036933 0.000801 0.009382 0.161339 0.016634 0.010779 -0.000055 0.000055 0.000092 0.351302 0.109294 0.351302 -0.198272 0.011612 0.025288 -0.351357 0.351357 0.109373
11.100000 -0.033088 0.000619 0.007199 0.164510 0.012852 0.013146 -0.000157 0.000157 0.000205 0.210103 0.128473 0.210103 -0.197598 0.013193 0.019852 -0.210260 0.210260 0.128652
11.300000 -0.027727 0.001318 0.004802 0.158204 0.010991 0.013851 -0.000529 0.000529 0.000286 0.218881 0.158029 0.218881 -0.185930 0.015331 0.015375 -0.219410 0.219410 0.157868
11.500000 -0.022441 0.001482 0.003570 0.152411 0.007166 0.018336 -0.000663 0.000663 0.000324 0.068168 0.181662 0.068168 -0.174852 0.020090 0.010490 -0.068831 0.068831 0.181653
11.700000 -0.018093 0.001523 0.001985 0.134099 0.009132 0.013620 -0.000112 0.000112 0.001279 0.004687 0.302648 0.004687 -0.152192 0.014486 0.010902 -0.004800 0.004800 0.302883
11.900000 -0.014420 0.002272 0.000463 0.123633 0.008389 0.016041 0.000335 0.000886 0.002340 -0.001733 0.171148 0.015386 -0.138052 0.017967 0.008452 0.002067 0.015637 0.171931
12.100000 -0.010419 0.001872 0.001006 0.100336 0.011083 0.012199 0.007709 0.003123 0.009030 -0.052202 0.133718 0.004685 -0.110755 0.014527 0.011814 0.059911 0.010510 0.142748
12.300000 -0.007532 0.002378 0.000456 0.066613 0.010624 0.012740 0.030281 0.001991 0.027577 -0.074878 0.046439 0.021646 -0.074145 0.014639 0.011068 0.105159 0.017682 0.074077
12.500000 -0.000318 0.000974 0.001266 0.018223 0.028496 0.009528 0.046475 0.020508 0.027695 -0.113590 0.041568 0.010021 -0.018540 0.009495 0.028567 0.160065 0.017083 0.057638
12.700000 0.003459 -0.001574 0.005566 0.030430 0.027411 0.032432 0.039530 0.024218 0.021298 -0.035501 0.015189 0.040105 -0.026971 0.028214 0.031472 0.075031 0.054147 0.025499
12.900000 0.001571 0.003545 0.003272 0.000000 0.000000 0.000000 0.029038 0.016042 0.151673 -0.014647 0.033324 0.018679 0.000000 0.000000 0.000000 0.043685 0.032766 0.180880
13.100000 0.000780 0.013871 -0.000121 0.000000 0.000000 0.000000 0.114372 0.018193 0.141651 -0.020702 0.037556 -0.000972 0.000000 0.000000 0.000000 0.135074 0.003562 0.161377
13.300000 -0.008343 0.003604 0.006140 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.021164 0.021355 0.019439 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
