#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9.300000 -0.000000 0.000000 0.000000 0.000001 0.000003 0.000000 -0.000000 0.000000 -0.000000 0.001532 0.303463 0.001532 -0.000002 0.000000 0.000003 -0.001533 0.001533 0.303463
9.500000 -0.000006 0.000003 0.000006 0.000048 0.000046 0.000031 -0.000006 0.000004 0.000001 0.001187 0.378772 0.000948 -0.000054 0.000034 0.000052 -0.001193 0.000947 0.378774
9.700000 -0.002760 0.002685 0.001008 0.038448 0.035062 0.027435 -0.000180 0.000177 0.000044 0.254882 0.582653 0.101175 -0.041208 0.030123 0.036191 -0.255063 0.101073 0.582536
9.900000 -0.022669 0.000010 0.004405 0.175961 0.027937 -0.000806 -0.001176 0.000852 0.000354 0.276914 0.388167 0.022970 -0.198630 -0.001731 0.032051 -0.278091 0.021916 0.387420
10.100000 -0.025020 -0.001389 0.006145 0.146374 0.030989 -0.004184 -0.000890 0.000626 0.000328 0.165769 0.293297 0.000000 -0.171394 -0.005773 0.037380 -0.166660 0.000000 0.292658
10.300000 -0.027909 -0.001730 0.008341 0.130520 0.033297 -0.003889 -0.001336 0.000766 0.000552 0.138026 0.275319 -0.003003 -0.158428 -0.006293 0.041646 -0.139361 -0.003812 0.275570
10.500000 -0.030930 -0.001651 0.010050 0.125608 0.037108 -0.002768 -0.002248 0.000824 0.001233 0.133721 0.301659 -0.009778 -0.156539 -0.005031 0.045353 -0.135968 -0.010322 0.299968
10.700000 -0.038984 -0.002765 0.014580 0.149723 0.045045 -0.006606 -0.004162 0.000651 0.002603 0.147374 0.251292 -0.014652 -0.188707 -0.009763 0.059842 -0.151537 -0.015670 0.251444
10.900000 -0.050099 -0.004817 0.021786 0.161655 0.041847 -0.003966 -0.006220 -0.000019 0.004238 0.117636 0.165776 -0.011572 -0.211755 -0.010295 0.059615 -0.123856 -0.012699 0.167186
11.100000 -0.049858 -0.004129 0.019067 0.147417 0.027886 0.002090 -0.007410 -0.000798 0.005445 0.088669 0.122485 -0.005667 -0.197274 -0.003044 0.045618 -0.096079 -0.007131 0.126210
11.300000 -0.046747 -0.002086 0.016196 0.140120 0.022583 0.004921 -0.008282 -0.001390 0.007060 0.064059 0.092825 -0.007482 -0.186867 0.001091 0.035998 -0.072341 -0.008349 0.099713
11.500000 -0.043988 0.000147 0.011966 0.132627 0.015083 0.009460 -0.008806 -0.000955 0.009087 0.043933 0.063591 -0.003035 -0.176615 0.008024 0.026860 -0.052739 -0.002903 0.072857
11.700000 -0.035037 0.000764 0.009007 0.106838 0.007230 0.010856 -0.008165 -0.001151 0.010589 0.026122 0.038166 -0.002946 -0.141876 0.011083 0.015642 -0.034287 -0.003948 0.048365
11.900000 -0.024745 0.000088 0.006183 0.076678 0.005830 0.006423 -0.005858 -0.002378 0.010378 0.012488 0.022128 -0.003993 -0.101423 0.005679 0.011889 -0.018347 -0.006602 0.032985
12.100000 -0.015011 0.000752 0.004372 0.047187 0.004932 0.005011 -0.001164 -0.001952 0.010321 0.001870 0.014165 -0.002864 -0.062198 0.006052 0.009348 -0.003034 -0.004809 0.025038
12.300000 -0.007256 0.000480 0.003643 0.021381 0.010494 0.000743 0.004119 -0.000925 0.010846 -0.004000 0.009719 -0.001139 -0.028638 0.001364 0.013983 0.008119 -0.001770 0.020715
12.500000 0.001672 0.001281 0.002099 -0.007921 0.009705 0.002107 0.007985 -0.000705 0.013484 -0.005199 0.008165 -0.000987 0.009593 0.003038 0.011824 0.013184 -0.001227 0.021742
12.700000 0.007495 0.000667 0.003000 -0.027019 0.011636 0.002995 0.019745 0.000770 0.016587 -0.009601 0.008477 -0.001348 0.034514 0.004106 0.014296 0.029346 -0.001006 0.025117
12.900000 0.013542 0.001443 0.002354 -0.053617 0.012133 0.003229 0.014526 0.005853 0.015387 -0.006065 0.005986 0.000000 0.067159 0.004665 0.014487 0.020591 0.005445 0.021176
13.100000 0.018169 0.000460 0.003490 -0.077517 0.015033 0.000716 0.012173 0.002729 0.021592 -0.002819 0.004114 0.000073 0.095686 0.000518 0.017175 0.014992 0.002185 0.025486
13.300000 0.016720 0.001993 0.002790 -0.069995 0.006117 0.007976 -0.014698 0.006231 0.022797 0.002351 0.002800 0.001306 0.086714 0.009238 0.007397 -0.017049 0.007513 0.025417
13.500000 0.019011 -0.000673 0.005033 -0.085233 0.012412 0.011216 0.001195 0.004570 0.027030 0.000312 0.002067 0.000744 0.104244 0.008943 0.015679 0.000883 0.005151 0.028763
13.700000 0.013206 0.003828 0.002902 -0.092807 0.025305 0.005867 -0.016424 -0.004813 0.043193 0.001783 0.003509 -0.000010 0.106013 0.009772 0.025632 -0.018207 -0.005917 0.046462
13.900000 0.015772 0.007089 0.002931 -0.172337 0.041215 -0.003764 -0.045035 0.038589 0.015893 0.003444 0.001659 0.002675 0.188109 0.000284 0.040523 -0.048479 0.041183 0.014989
14.100000 0.010648 0.007725 0.001392 -0.040452 -0.004333 0.031372 -0.076520 0.076520 0.021065 0.003962 0.000317 0.003258 0.051100 0.035435 -0.007878 -0.080482 0.080482 0.019765
14.300000 0.009127 0.007392 0.001796 -0.156923 0.084073 0.000590 0.000000 0.000000 0.055073 0.004365 0.004401 0.002685 0.166050 0.002233 0.082131 0.000000 0.000000 0.059564
14.500000 0.002594 0.004887 0.000309 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001010 0.008070 0.004526 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002247 0.029234 0.000983 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
