#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.063193 0.039707 0.023079 0.062913 0.039539 0.023002 0.062913 0.039539 0.023002 0.000000 0.000000 0.000000 0.082955 0.049486 0.027405 0.063193 0.039707 0.023079 0.000000 0.000000 0.000000 0.039651 0.030748 0.013534 0.039473 0.030596 0.013501 0.039473 0.030596 0.013678 0.000000 0.000000 0.000000 0.052504 0.039964 0.016377 0.039651 0.030748 0.013709 0.000000 0.000000 0.000000
9.300000 0.115269 0.055375 0.034991 0.114040 0.055106 0.034627 0.114035 0.055107 0.035584 0.000000 0.093875 0.000000 0.161308 0.063297 0.041532 0.115264 0.055376 0.035811 0.000000 0.094864 0.000000 0.081206 0.048264 0.024497 0.080115 0.047949 0.024326 0.080115 0.047929 0.024622 0.000000 0.000000 0.000000 0.119504 0.058892 0.031025 0.081206 0.048245 0.024646 0.000000 0.000000 0.000000
9.500000 0.241826 0.063268 0.047412 0.235618 0.063547 0.046542 0.235594 0.063566 0.049141 0.000000 0.276677 0.000000 0.319804 0.062134 0.047923 0.241801 0.063287 0.048876 0.000000 0.287384 0.000000 0.199039 0.058584 0.037148 0.192658 0.059734 0.036904 0.192657 0.059736 0.039186 0.000000 0.216524 0.000000 0.271887 0.055701 0.034056 0.199023 0.058589 0.039345 0.000000 0.239748 0.000000
9.700000 0.412857 0.035251 0.035881 0.404009 0.036657 0.036290 0.403953 0.036668 0.039860 0.287710 0.034167 0.079581 0.458333 0.032162 0.023721 0.412800 0.035276 0.038204 0.296571 0.027790 0.081989 0.360182 0.033957 0.022582 0.351101 0.032406 0.024776 0.351095 0.032388 0.026413 0.000000 0.281190 0.000000 0.394106 0.033209 0.018469 0.360177 0.033960 0.025541 0.000000 0.276270 0.000000
9.900000 0.472912 0.017688 0.015583 0.467168 0.015521 0.016328 0.467111 0.015360 0.016378 0.250595 0.116988 -0.000077 0.489493 0.026109 0.013595 0.472848 0.016404 0.015748 0.256011 0.097751 0.001445 0.393600 0.021786 0.013303 0.387312 0.019395 0.014120 0.387304 0.018191 0.014132 0.000000 0.281287 0.000000 0.406314 0.032904 0.015063 0.393592 0.021634 0.013322 0.000000 0.343720 0.000000
10.100000 0.461444 0.016466 0.014524 0.450648 0.012426 0.014881 0.450622 0.012055 0.014888 0.161586 0.103972 0.008881 0.496302 0.029353 0.017734 0.461416 0.016129 0.014532 0.172029 0.225708 0.008907 0.361928 0.028581 0.015104 0.348059 0.023146 0.015352 0.348058 0.021450 0.015477 0.000000 0.231622 0.000000 0.404460 0.041818 0.017723 0.361927 0.026799 0.015105 0.000000 0.278747 0.000000
10.300000 0.450637 0.019174 0.018844 0.430882 0.013236 0.017920 0.430872 0.012321 0.017922 0.000000 0.265475 0.000000 0.486733 0.020100 0.025418 0.450622 0.016760 0.019066 0.167099 0.305502 0.167099 0.341228 0.031039 0.017458 0.314456 0.022445 0.015167 0.314456 0.021779 0.015330 0.000000 0.000000 0.000000 0.388222 0.030873 0.025831 0.341228 0.027424 0.017458 0.000000 0.336255 0.000000
10.500000 0.434726 0.012907 0.019668 0.416349 0.009987 0.019919 0.416342 0.009986 0.019916 0.000000 0.000000 0.000000 0.462440 0.012287 0.025577 0.434714 0.012492 0.019663 0.000000 0.452336 0.000000 0.316934 0.022302 0.015659 0.290884 0.018325 0.014476 0.290884 0.018325 0.014476 0.000000 0.000000 0.000000 0.354676 0.020325 0.022585 0.316934 0.021139 0.016312 0.000000 0.354669 0.000000
10.700000 0.420224 0.008000 0.020305 0.402648 0.005401 0.019547 0.402648 0.005408 0.019547 0.000000 0.295710 0.000000 0.452457 0.008305 0.024949 0.420218 0.007999 0.020653 0.446443 0.009776 0.446443 0.296933 0.017145 0.014925 0.271659 0.012651 0.014568 0.271659 0.012650 0.014569 0.000000 0.179141 0.000000 0.340412 0.013550 0.022617 0.296920 0.015321 0.015225 0.390811 -0.023614 0.390811
10.900000 0.411708 0.005286 0.020169 0.396107 0.004142 0.019832 0.396109 0.004139 0.019834 0.000000 0.371091 0.000000 0.444201 0.004840 0.025257 0.411677 0.005288 0.020167 0.518546 -0.036382 0.518546 0.282974 0.012013 0.017598 0.259129 0.007913 0.016827 0.259129 0.007912 0.016827 0.000000 0.236315 0.000000 0.330882 0.010435 0.023632 0.282922 0.011287 0.017546 0.455800 -0.064879 0.455800
