#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -4.401505 0.332097 0.082338 -4.402451 0.331420 0.081481 -4.402451 0.331420 0.079778 0.000000 0.000000 0.000000 -4.275037 0.338490 0.182157 -4.401505 0.332097 0.080621 0.000000 0.000000 0.000000 -4.381920 0.309610 0.099630 -4.383366 0.309471 0.098254 -4.383366 0.309471 0.096150 0.000000 0.000000 0.000000 -4.244868 0.320572 0.192511 -4.381920 0.309610 0.097461 0.000000 0.000000 0.000000
9.300000 -4.197039 0.296551 0.187950 -4.198901 0.296584 0.187631 -4.198901 0.296584 0.181836 0.000000 0.000000 0.000000 -4.032012 0.298812 0.198111 -4.197039 0.296551 0.181911 0.000000 0.000000 0.000000 -4.164095 0.285990 0.181088 -4.165965 0.285787 0.180882 -4.165965 0.285787 0.175204 0.000000 0.000000 0.000000 -4.001046 0.294927 0.180601 -4.164095 0.285990 0.175303 0.000000 0.000000 0.000000
9.500000 -3.885582 0.268402 0.169807 -3.890091 0.268021 0.169836 -3.890091 0.268021 0.151896 0.000000 0.000000 0.000000 -3.664021 0.261722 0.164515 -3.885582 0.268402 0.151877 0.000000 0.000000 0.000000 -3.854926 0.252356 0.162260 -3.859199 0.252060 0.162554 -3.859199 0.252060 0.144614 0.000000 0.000000 0.000000 -3.631955 0.249456 0.154764 -3.854926 0.252356 0.144380 0.000000 0.000000 0.000000
9.700000 -3.468765 0.233014 0.136915 -3.474278 0.233922 0.137239 -3.474278 0.233922 0.135720 0.000000 0.000000 0.000000 -3.315816 0.220799 0.140301 -3.468765 0.233014 0.135918 0.000000 0.000000 0.000000 -3.440306 0.220852 0.144574 -3.445783 0.221827 0.143539 -3.445783 0.224276 0.127053 0.000000 0.000000 0.000000 -3.279277 0.210873 0.151756 -3.440306 0.224064 0.127910 0.000000 0.000000 0.000000
9.900000 -3.186225 0.209463 0.120946 -3.192476 0.211386 0.121582 -3.192476 0.211386 0.116570 0.000000 0.000000 0.000000 -3.073679 0.193731 0.123858 -3.186225 0.209463 0.116827 0.000000 0.000000 0.000000 -3.155332 0.190776 0.119804 -3.161457 0.191066 0.120423 -3.161457 0.194407 0.116359 0.000000 0.000000 0.000000 -3.040879 0.188046 0.141296 -3.155332 0.193789 0.118024 0.000000 0.000000 0.000000
10.100000 -3.021666 0.173817 0.102669 -3.032453 0.174860 0.102040 -3.032453 0.175196 0.102037 0.000000 0.000000 0.000000 -2.900307 0.168417 0.112014 -3.021666 0.175168 0.102317 0.000000 0.000000 0.000000 -2.992514 0.168469 0.121338 -3.002614 0.169762 0.120176 -3.002614 0.172633 0.115238 0.000000 0.000000 0.000000 -2.865789 0.158582 0.133622 -2.992514 0.173740 0.116186 0.000000 0.000000 0.000000
10.300000 -2.890779 0.152276 0.091870 -2.900506 0.155553 0.091578 -2.900506 0.156036 0.091161 0.000000 0.000000 0.000000 -2.796597 0.141162 0.096396 -2.890779 0.155579 0.091124 0.000000 0.000000 0.000000 -2.860560 0.141018 0.111051 -2.868993 0.141844 0.109953 -2.868993 0.142918 0.109953 0.000000 0.000000 0.000000 -2.768524 0.136511 0.115563 -2.860560 0.141676 0.111051 0.000000 0.000000 0.000000
10.500000 -2.762328 0.123559 0.077999 -2.769125 0.124784 0.078264 -2.769125 0.127461 0.076637 0.000000 0.000000 0.000000 -2.691994 0.111906 0.091088 -2.762328 0.127398 0.076344 0.000000 0.000000 0.000000 -2.735042 0.126580 0.106216 -2.740178 0.126724 0.105508 -2.740178 0.126724 0.105219 0.000000 0.000000 0.000000 -2.672925 0.119170 0.107902 -2.735042 0.126474 0.106216 0.000000 0.000000 0.000000
10.700000 -2.635913 0.100326 0.079663 -2.637954 0.101272 0.078755 -2.637954 0.101536 0.069990 0.000000 0.000000 0.000000 -2.614138 0.092726 0.084473 -2.635913 0.100462 0.070187 0.000000 0.000000 0.000000 -2.603523 0.100212 0.093976 -2.605645 0.100876 0.093370 -2.605645 0.102137 0.092697 0.000000 0.000000 0.000000 -2.572548 0.091897 0.095432 -2.603523 0.101449 0.092474 0.000000 0.000000 0.000000
10.900000 -2.500582 0.081506 0.074831 -2.501909 0.081758 0.074569 -2.501909 0.081800 0.073611 0.000000 0.000000 0.000000 -2.472327 0.077998 0.076544 -2.500582 0.081830 0.073477 0.000000 0.000000 0.000000 -2.472495 0.072213 0.084540 -2.474201 0.072164 0.084597 -2.474201 0.073505 0.083424 0.000000 0.000000 0.000000 -2.449770 0.073910 0.079623 -2.472495 0.072213 0.084042 0.000000 0.000000 0.000000
11.100000 -2.366151 0.072713 0.095696 -2.366225 0.071633 0.095651 -2.366225 0.076028 0.094166 0.000000 0.000000 0.000000 -2.362865 0.077119 0.091916 -2.366151 0.076176 0.093411 0.000000 0.000000 0.000000 -2.339730 0.056713 0.091560 -2.341393 0.056852 0.091690 -2.341393 0.057879 0.091690 0.000000 0.000000 0.000000 -2.312842 0.054434 0.100450 -2.339730 0.056876 0.091560 0.000000 0.000000 0.000000
11.300000 -2.251157 0.074058 0.101039 -2.248784 0.073385 0.100982 -2.248613 0.076012 0.099100 0.000000 0.000000 0.000000 -2.277943 0.068997 0.108451 -2.251002 0.075964 0.098273 0.000000 0.000000 0.000000 -2.216428 0.064340 0.121117 -2.215051 0.064247 0.121450 -2.214959 0.065326 0.121542 0.000000 0.000000 0.000000 -2.243153 0.064060 0.115329 -2.216336 0.066602 0.121208 0.000000 0.000000 0.000000
11.500000 -2.110711 0.053385 0.140248 -2.110669 0.056074 0.137267 -2.110669 0.064729 0.134190 0.000000 0.000000 0.000000 -2.130704 0.066934 0.140047 -2.110711 0.063892 0.137609 0.000000 0.000000 0.000000 -2.092282 0.067514 0.154836 -2.087859 0.065525 0.156852 -2.087859 0.068052 0.156852 0.000000 0.000000 0.000000 -2.105441 0.072138 0.150570 -2.092282 0.069967 0.154836 0.000000 0.000000 0.000000
11.700000 -1.968112 0.041956 0.186370 -1.971339 0.044961 0.189067 -1.971339 0.046460 0.181249 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -1.968112 0.047552 0.182993 0.000000 0.000000 0.000000 -1.971429 0.070342 0.204853 -1.966905 0.070720 0.207452 -1.966905 0.070720 0.205783 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -1.971429 0.070342 0.204645 0.000000 0.000000 0.000000
