#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000450 0.000440 0.001147 0.065471 0.068921 0.064435 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 -0.065921 0.064874 0.069608 0.000000 0.000000 0.000000
9.300000 -0.002640 0.001029 0.000141 0.189925 0.011769 0.037385 -0.000004 0.000004 -0.000004 0.000000 0.000000 0.000000 -0.192565 0.038464 0.011875 0.000000 0.000000 0.000000
9.500000 -0.006534 0.000401 0.000415 0.246557 0.015102 0.022625 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.253091 0.022962 0.015507 0.000000 0.000000 0.000000
9.700000 -0.008021 0.001127 0.000582 0.180687 0.016319 0.028385 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.188708 0.029576 0.016953 0.000000 0.000000 0.000000
9.900000 -0.009109 0.001789 0.000922 0.134856 0.015733 0.027755 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 -0.143965 0.029483 0.016280 0.000000 0.000000 0.000000
10.100000 -0.016651 0.002957 0.001496 0.158243 0.013932 0.033781 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.174894 0.036576 0.015316 0.000000 0.000000 0.000000
10.300000 -0.017063 0.002918 0.001691 0.127554 0.009554 0.027070 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.144617 0.029366 0.011460 0.000000 0.000000 0.000000
10.500000 -0.012504 0.001687 0.001535 0.107629 0.008580 0.019889 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.120133 0.022001 0.010047 0.000000 0.000000 0.000000
10.700000 -0.007137 0.001088 0.001038 0.076653 0.006948 0.017252 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.083789 0.018423 0.008123 0.000000 0.000000 0.000000
10.900000 -0.007213 0.001558 0.000411 0.076676 0.004744 0.013260 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.083889 0.014553 0.005155 0.000000 0.000000 0.000000
11.100000 -0.004598 0.000635 0.000851 0.058771 0.009097 0.004342 0.000000 0.000028 0.000000 0.000000 0.000000 0.000000 -0.063370 0.004847 0.009902 0.000000 0.000000 0.000000
11.300000 -0.002000 -0.000229 0.001011 0.047423 0.007102 0.008131 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.049423 0.007691 0.007732 0.000000 0.000000 0.000000
11.500000 -0.003816 0.001119 0.000622 0.051123 0.016702 -0.001883 0.000086 -0.000003 0.000086 0.000000 0.000000 0.000000 -0.054939 -0.001619 0.016404 0.000000 0.000000 0.000000
11.700000 0.005900 0.001238 0.003386 -0.078680 0.064438 -0.005917 -0.000156 0.002688 -0.000156 0.000000 0.000000 0.000000 0.084580 -0.004545 0.068380 0.000000 0.000000 0.000000
11.900000 -0.003062 0.003309 0.007315 0.244648 0.005180 0.040847 -0.000840 0.002381 -0.000525 0.000000 0.000000 0.000000 -0.247710 0.035994 0.004167 0.000000 0.000000 0.000000
12.100000 -0.001100 0.000198 0.001445 0.000000 0.000000 0.000000 0.000000 0.001912 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.300000 -0.001395 0.003089 0.009943 0.000000 0.000000 0.000000 0.000000 0.001014 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
