#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9.300000 -0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000001 0.000001 0.000000 0.000000 0.000000 0.000000
9.500000 -0.000006 0.000007 0.000002 0.000027 0.000012 0.000019 -0.000001 0.000001 0.000000 0.358568 0.217521 0.354597 -0.000033 0.000026 0.000014 -0.358569 0.354597 0.217521
9.700000 -0.000120 0.000063 0.000049 0.008537 0.016722 0.008100 -0.000004 0.000000 0.000012 0.782347 0.152953 0.192746 -0.008657 0.008161 0.016778 -0.782351 0.192746 0.153182
9.900000 -0.024131 0.009619 0.000283 0.164251 0.010920 0.035132 -0.000343 0.000152 0.000144 0.599516 0.243317 0.071582 -0.188382 0.042149 0.008297 -0.599859 0.071472 0.243293
10.100000 -0.024586 0.000528 0.005476 0.140312 0.023749 0.008426 -0.000228 0.000101 0.000108 0.260741 0.199914 0.012031 -0.164899 0.008708 0.028380 -0.260969 0.012038 0.199872
10.300000 -0.026697 0.000802 0.006630 0.125653 0.023212 0.007800 -0.000388 0.000140 0.000160 0.226328 0.296591 0.013236 -0.152349 0.008213 0.029401 -0.226715 0.013043 0.296520
10.500000 -0.029695 -0.000422 0.011456 0.124573 0.030979 0.003757 -0.000967 0.000195 0.000560 0.258904 0.346429 0.009587 -0.154268 0.003631 0.042377 -0.259870 0.009148 0.347278
10.700000 -0.042759 -0.000648 0.020596 0.164419 0.040026 0.003249 -0.002181 0.000174 0.001456 0.241837 0.175700 0.006578 -0.207178 0.003294 0.059777 -0.244018 0.005769 0.176846
10.900000 -0.054318 -0.000756 0.020821 0.170444 0.013149 0.009505 -0.003426 0.000059 0.002079 0.168876 0.107630 0.011662 -0.224761 0.006587 0.031917 -0.172302 0.010992 0.108949
11.100000 -0.052246 -0.001332 0.015027 0.161589 0.008590 0.009787 -0.004601 -0.000078 0.002881 0.115553 0.090837 0.010458 -0.213835 0.007489 0.020873 -0.120154 0.010122 0.092933
11.300000 -0.050325 0.000249 0.012827 0.156494 0.008192 0.013272 -0.004462 0.000021 0.004516 0.061125 0.070402 0.006256 -0.206819 0.012782 0.019500 -0.065586 0.006555 0.075646
11.500000 -0.044169 0.001496 0.011838 0.139058 0.008873 0.015628 -0.001129 0.000623 0.005552 0.008887 0.047546 0.004364 -0.183227 0.016912 0.020099 -0.010016 0.004952 0.052623
11.700000 -0.033083 0.003582 0.006446 0.104447 0.004474 0.022568 0.004585 0.001525 0.005252 -0.018986 0.023064 0.006110 -0.137530 0.024876 0.010591 0.023572 0.008194 0.028368
11.900000 -0.019454 0.003929 0.003288 0.064102 0.000496 0.020055 0.009080 0.002029 0.004687 -0.022169 0.010102 0.005196 -0.083556 0.023049 0.004016 0.031249 0.007318 0.014910
12.100000 -0.012937 0.004102 0.001525 0.041939 0.001249 0.014603 0.013700 0.003466 0.004433 -0.022062 0.006416 0.004333 -0.054876 0.018708 0.001821 0.035762 0.007758 0.010747
12.300000 -0.006214 0.003018 0.001302 0.021221 0.002193 0.010803 0.016825 0.004052 0.006149 -0.015829 0.004762 0.004089 -0.027435 0.013589 0.003341 0.032655 0.008098 0.010934
12.500000 0.003441 0.000630 0.002832 -0.013668 0.011874 0.002016 0.024340 0.006915 0.006636 -0.016418 0.004286 0.003456 0.017109 0.002479 0.014485 0.040758 0.010491 0.010620
