#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.001049 0.000629 0.001049 0.001105 0.000661 0.001105 0.001105 0.000570 0.001105 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001049 0.000577 0.001049 0.000000 0.000000 0.000000 0.000000 0.001311 0.000000 0.000000 0.001381 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9.300000 0.002326 0.001806 0.000933 0.002384 0.001448 0.001104 0.001875 0.000712 0.001875 0.000000 0.000000 0.000000 0.003704 0.001581 0.001955 0.001928 0.000872 0.000764 0.000000 0.000000 0.000000 0.002619 0.001543 0.000837 0.002581 0.001146 0.001069 0.002032 0.000354 0.000664 0.000000 0.000000 0.000000 0.005049 0.000875 0.002349 0.002710 0.000070 0.001105 0.000000 0.004966 0.000000
9.500000 0.020186 0.004672 0.006043 0.016713 0.004810 0.005323 0.016316 0.004204 0.005619 0.267618 0.211653 0.036213 0.035200 0.007477 0.009754 0.019182 0.005048 0.006177 0.551978 -0.067382 0.212333 0.018807 0.004580 0.005780 0.015219 0.004588 0.004782 0.014763 0.004004 0.005394 0.515572 -0.035800 0.227345 0.033553 0.006841 0.010091 0.017628 0.005124 0.005860 0.477987 -0.020233 0.172751
9.700000 0.144572 0.023570 0.038043 0.134104 0.022093 0.037928 0.133239 0.021507 0.039585 0.341030 0.032463 0.030589 0.196361 0.029294 0.040888 0.143692 0.022507 0.039604 0.347486 0.031857 0.031725 0.138454 0.024784 0.040779 0.128158 0.023768 0.041764 0.126737 0.022093 0.043608 0.325051 0.026989 0.020641 0.188896 0.029336 0.044887 0.136999 0.023470 0.043658 0.325650 0.030919 0.016810
9.900000 0.335743 0.017915 0.050615 0.323735 0.016170 0.058208 0.323369 0.015795 0.059047 0.425543 0.034024 0.085920 0.380737 0.017676 0.028861 0.335369 0.017536 0.051377 0.443086 0.043780 0.100205 0.325599 0.019165 0.057266 0.313548 0.020482 0.064435 0.312967 0.020496 0.065141 0.358043 0.021658 0.032027 0.368718 0.014532 0.032320 0.325017 0.019357 0.058302 0.368931 0.026117 0.039169
10.100000 0.387299 0.008030 0.010758 0.375593 0.004067 0.015828 0.375547 0.004000 0.015965 0.434518 0.024276 0.113134 0.420562 0.022952 0.007113 0.387187 0.007909 0.010983 0.551237 0.003583 0.159500 0.368927 0.011330 0.014773 0.356828 0.006135 0.018438 0.356749 0.005774 0.018646 0.366900 0.033093 0.062595 0.402134 0.024526 0.007639 0.368777 0.010984 0.014951 0.476845 0.015728 0.116408
10.300000 0.376692 0.030863 0.004386 0.352888 0.019721 0.006648 0.352864 0.019690 0.007203 0.445055 0.059145 0.060213 0.438296 0.047640 0.006296 0.376422 0.030839 0.007121 0.599564 0.003217 0.138664 0.352531 0.033765 0.006511 0.326713 0.021771 0.009016 0.326681 0.021737 0.008992 0.430059 0.002384 0.092074 0.418158 0.049998 0.006038 0.352233 0.033755 0.007473 0.564863 0.000980 0.128430
10.500000 0.370173 0.040627 0.002985 0.329129 0.023406 0.006604 0.329113 0.023401 0.006595 0.353787 0.040687 0.019536 0.451068 0.044982 0.006276 0.369632 0.040482 0.004709 0.504742 0.008656 0.072600 0.343828 0.044074 0.004477 0.298968 0.024444 0.007475 0.298952 0.024415 0.007487 0.323514 0.039495 0.016354 0.430243 0.047520 0.008009 0.343211 0.043821 0.005800 0.488126 0.007200 0.078011
10.700000 0.358486 0.033589 0.003316 0.313560 0.016555 0.007559 0.313540 0.016538 0.007570 0.338237 0.028519 0.012256 0.412559 0.023791 0.011606 0.357331 0.032300 0.004577 0.472407 -0.000302 0.046417 0.330997 0.035612 0.005429 0.281476 0.018240 0.007498 0.281450 0.018247 0.007543 0.309673 0.024318 0.013551 0.389184 0.023796 0.011491 0.329687 0.035040 0.005702 0.451012 0.001045 0.048241
10.900000 0.345022 0.024349 0.005771 0.303388 0.012440 0.008279 0.303347 0.012396 0.008271 0.316602 0.017724 0.007593 0.381604 0.018471 0.008875 0.343124 0.023408 0.006334 0.437840 0.016073 0.027306 0.315987 0.027319 0.007337 0.269484 0.011739 0.008973 0.269429 0.011697 0.009000 0.288148 0.020325 0.008228 0.356140 0.018673 0.008369 0.313767 0.026494 0.007496 0.419813 0.016753 0.030362
