#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.438264 0.023052 0.074251 0.438219 0.023188 0.075657 0.438219 0.023188 0.075657 0.000000 0.000000 0.000000 0.455430 0.025549 0.075795 0.438264 0.023052 0.074251 0.000000 0.000000 0.000000 0.346472 0.009544 0.060623 0.346215 0.009513 0.060672 0.346215 0.009513 0.060672 0.000000 0.000000 0.000000 0.370325 0.018509 0.073130 0.346472 0.009544 0.060623 0.000000 0.000000 0.000000
9.300000 0.458086 0.043451 0.085359 0.457765 0.043450 0.085325 0.457765 0.043450 0.085325 0.000000 0.000000 0.000000 0.493598 0.038884 0.079385 0.458086 0.043451 0.085359 0.000000 0.000000 0.000000 0.393341 0.019562 0.075135 0.393029 0.019536 0.075183 0.393029 0.019537 0.075084 0.000000 0.000000 0.000000 0.425550 0.023000 0.076663 0.393341 0.019564 0.075104 0.000000 0.000000 0.000000
9.500000 0.489747 0.022268 0.043004 0.489144 0.022216 0.042947 0.489144 0.021933 0.042947 0.000000 0.000000 0.000000 0.531709 0.026184 0.045584 0.489747 0.022108 0.043004 0.000000 0.000000 0.000000 0.411015 0.016196 0.032512 0.410549 0.016110 0.032399 0.410549 0.016110 0.032399 0.000000 0.000000 0.000000 0.434557 0.039553 0.040543 0.411015 0.016142 0.032512 0.000000 0.000000 0.000000
9.700000 0.502774 0.027663 0.023580 0.502249 0.027471 0.023285 0.502249 0.026568 0.023285 0.000000 0.000000 0.000000 0.530300 0.041012 0.040373 0.502774 0.026515 0.023580 0.000000 0.000000 0.000000 0.408277 0.040436 0.025826 0.407862 0.039796 0.025481 0.407862 0.039796 0.025481 0.000000 0.000000 0.000000 0.428366 0.061361 0.049396 0.408277 0.040436 0.025826 0.000000 0.000000 0.000000
9.900000 0.492796 0.036016 0.025043 0.492260 0.037466 0.024352 0.492260 0.035625 0.024352 0.000000 0.000000 0.000000 0.508870 0.049127 0.050773 0.492796 0.035026 0.025043 0.000000 0.000000 0.000000 0.392591 0.045674 0.030163 0.392004 0.045994 0.029276 0.392004 0.045146 0.029276 0.000000 0.000000 0.000000 0.409732 0.061704 0.061293 0.392591 0.044368 0.030163 0.000000 0.000000 0.000000
10.100000 0.469149 0.032471 0.027139 0.469385 0.032414 0.026638 0.469385 0.031382 0.026638 0.000000 0.000000 0.000000 0.458919 0.039256 0.044029 0.469149 0.032176 0.027139 0.000000 0.000000 0.000000 0.364305 0.042655 0.035210 0.364137 0.041292 0.034275 0.364137 0.039673 0.034275 0.000000 0.000000 0.000000 0.367624 0.048690 0.060877 0.364305 0.040346 0.035210 0.000000 0.000000 0.000000
10.300000 0.456224 0.027935 0.028084 0.456109 0.026786 0.027625 0.456109 0.025433 0.027625 0.000000 0.000000 0.000000 0.449032 0.043798 0.042346 0.456224 0.026779 0.028084 0.000000 0.000000 0.000000 0.349110 0.034948 0.037155 0.349247 0.033809 0.036762 0.349247 0.031770 0.036762 0.000000 0.000000 0.000000 0.344167 0.051946 0.054777 0.349110 0.033026 0.037155 0.000000 0.000000 0.000000
10.500000 0.438598 0.034546 0.026165 0.437993 0.034508 0.026014 0.437993 0.033841 0.026014 0.000000 0.000000 0.000000 0.389763 0.052398 0.051836 0.438598 0.034004 0.026165 0.000000 0.000000 0.000000 0.325094 0.044459 0.038499 0.324559 0.044489 0.038148 0.324559 0.043797 0.038148 0.000000 0.000000 0.000000 0.295275 0.049931 0.058247 0.325094 0.043954 0.038499 0.000000 0.000000 0.000000
10.700000 0.420154 0.041625 0.022609 0.420390 0.043098 0.022053 0.420390 0.041303 0.022053 0.000000 0.000000 0.000000 0.367827 0.050222 0.075485 0.420154 0.039398 0.022609 0.000000 0.000000 0.000000 0.306419 0.054805 0.024886 0.306722 0.054719 0.025211 0.306722 0.052849 0.025211 0.000000 0.000000 0.000000 0.249443 0.077537 0.063209 0.306419 0.053601 0.024886 0.000000 0.000000 0.000000
10.900000 0.464272 0.042081 0.015682 0.467622 0.041062 0.014091 0.467622 0.039971 0.014091 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.464272 0.039722 0.015682 0.000000 0.000000 0.000000 0.303255 0.056814 0.021515 0.306230 0.058618 0.020891 0.306230 0.055190 0.020891 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.303255 0.055552 0.021515 0.000000 0.000000 0.000000
