#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45479e-08 4.4192e-10 -9.4948e-11 8.625 8.875 42688
9.00 1.50094e-08 -3.59908e-11 2.94166e-10 8.875 9.125 66660
9.25 0.000227173 3.49716e-05 5.29324e-05 9.125 9.375 266054
9.50 0.000132711 2.49526e-05 3.63493e-05 9.375 9.625 764405
9.75 6.55464e-05 2.47946e-05 2.1128e-05 9.625 9.875 1.84844e+06
10.00 0.000187872 6.86634e-05 8.32145e-05 9.875 10.125 2.82771e+06
10.25 0.00304721 0.000734975 0.00115771 10.125 10.375 2.19681e+06
10.50 0.0124744 0.00286178 0.00344598 10.375 10.625 1.41298e+06
10.75 0.0215787 0.00505985 0.0034356 10.625 10.875 883647
11.00 0.0257645 0.00518129 0.00307395 10.875 11.125 546931
11.25 0.0269834 0.00378215 0.00367316 11.125 11.375 331279
11.50 0.0263117 0.00132457 0.00525477 11.375 11.625 198685
11.75 0.0295306 0.000235021 0.00777234 11.625 11.875 118710
12.00 0.0437191 -0.000793353 0.0119715 11.875 12.125 70295
12.25 0.0808466 -0.00218246 0.0209273 12.125 12.375 41451
12.50 0.14712 -0.00378002 0.0351737 12.375 12.625 24512
12.75 0.251107 -0.00508299 0.0492417 12.625 12.875 14407
13.00 0.383047 -0.0047197 0.0677883 12.875 13.125 8250
13.25 0.514332 -0.00392699 0.0719116 13.125 13.375 4622
13.50 0.632871 -0.00176817 0.0721641 13.375 13.625 2552
13.75 0.726581 0.00440216 0.0612983 13.625 13.875 1402
14.00 0.802849 0.00806451 0.0478833 13.875 14.125 675
14.25 0.844762 0.0136195 0.0380722 14.125 14.375 346
14.50 0.878317 0.014845 0.0370247 14.375 14.625 133
14.75 0.905618 0.0120772 0.0197127 14.625 14.875 59
15.00 0.910027 0.0206164 0.0283003 14.875 15.125 7
15.25 0.973529 0.00409091 0.0112389 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
