#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.79449e-05 1.45192e-08 1.26423e-07 8.625 8.875 26319
9.00 1.4424e-08 3.34793e-10 -2.7284e-11 8.875 9.125 47001
9.25 0.000190175 8.68169e-06 3.98452e-05 9.125 9.375 221642
9.50 0.000181078 1.88157e-05 3.9051e-05 9.375 9.625 810871
9.75 0.000104586 3.7016e-05 2.70757e-05 9.625 9.875 2.22373e+06
10.00 0.000241075 8.8537e-05 9.74752e-05 9.875 10.125 3.33996e+06
10.25 0.0032309 0.000633762 0.00127661 10.125 10.375 2.42656e+06
10.50 0.0131661 0.00244038 0.00412294 10.375 10.625 1.52648e+06
10.75 0.0222098 0.00470634 0.00517648 10.625 10.875 947337
11.00 0.0253449 0.00476095 0.00499464 10.875 11.125 583242
11.25 0.0240609 0.00277551 0.00490643 11.125 11.375 345574
11.50 0.0205036 0.000665685 0.00544674 11.375 11.625 204182
11.75 0.0208425 0 0.00681672 11.625 11.875 120135
12.00 0.0313544 -0.0011558 0.0103643 11.875 12.125 70300
12.25 0.062724 -0.0035194 0.0216428 12.125 12.375 40867
12.50 0.122252 -0.00604617 0.0376531 12.375 12.625 23384
12.75 0.216943 -0.00755271 0.0583789 12.625 12.875 13436
13.00 0.340471 -0.00826052 0.0737901 12.875 13.125 7455
13.25 0.468268 -0.00939363 0.0901653 13.125 13.375 4025
13.50 0.586422 0 0.0835356 13.375 13.625 2101
13.75 0.682607 0.00910932 0.070802 13.625 13.875 1049
14.00 0.758143 0.0109985 0.0678696 13.875 14.125 480
14.25 0.800093 0.0215371 0.0509465 14.125 14.375 213
14.50 0.856881 0.0284325 0.032259 14.375 14.625 51
14.75 0.902306 0.0170457 0.034723 14.625 14.875 16
15.00 0.950261 0.0122029 0.0179107 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
