#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44602e-08 1.03006e-10 1.15338e-10 8.625 8.875 94179
9.00 5.72358e-06 3.38448e-06 2.80205e-06 8.875 9.125 161320
9.25 0.000155596 1.1161e-05 2.77781e-05 9.125 9.375 658405
9.50 0.000201368 2.04038e-05 3.86594e-05 9.375 9.625 2.23248e+06
9.75 0.000224059 4.80395e-05 5.06537e-05 9.625 9.875 4.38340e+06
10.00 0.000678473 0.000182442 0.000231874 9.875 10.125 4.04068e+06
10.25 0.0046335 0.00108613 0.00181235 10.125 10.375 2.65378e+06
10.50 0.0172097 0.00352964 0.0060439 10.375 10.625 1.63686e+06
10.75 0.0290279 0.00618345 0.00991874 10.625 10.875 978088
11.00 0.0340936 0.00631818 0.0110965 10.875 11.125 545237
11.25 0.0324156 0.00602927 0.0122222 11.125 11.375 299325
11.50 0.030577 0.00359414 0.0124664 11.375 11.625 163993
11.75 0.0283569 0.00168067 0.0116439 11.625 11.875 88465
12.00 0.0264026 0.000401139 0.0107376 11.875 12.125 46287
12.25 0.0297305 -0.00146734 0.0127947 12.125 12.375 23540
12.50 0.0521485 -0.00397218 0.0229368 12.375 12.625 11532
12.75 0.0986299 -0.00774524 0.0415491 12.625 12.875 5320
13.00 0.163588 -0.00329165 0.0595473 12.875 13.125 2241
13.25 0.244929 0.00582454 0.0750884 13.125 13.375 877
13.50 0.336175 0.0161605 0.089413 13.375 13.625 295
13.75 0.411102 0.0411478 0.0980636 13.625 13.875 76
14.00 0.486479 0.0512538 0.110397 13.875 14.125 13
14.25 0.768839 0.0286703 0.149117 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
