#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4583e-08 1.51131e-10 1.66463e-10 8.625 8.875 54426
9.00 1.46616e-08 1.37445e-10 1.15116e-10 8.875 9.125 75457
9.25 0.000243964 3.03323e-05 5.67888e-05 9.125 9.375 281924
9.50 0.000144367 2.52075e-05 3.58084e-05 9.375 9.625 779964
9.75 7.07114e-05 2.601e-05 2.27726e-05 9.625 9.875 1.87073e+06
10.00 0.000200003 7.0816e-05 8.64988e-05 9.875 10.125 2.85927e+06
10.25 0.00305876 0.000746513 0.00115975 10.125 10.375 2.21283e+06
10.50 0.0124901 0.00298345 0.00340898 10.375 10.625 1.42100e+06
10.75 0.0214887 0.00509721 0.00352827 10.625 10.875 888503
11.00 0.0254699 0.005265 0.00307519 10.875 11.125 549810
11.25 0.02653 0.00363223 0.00380424 11.125 11.375 332712
11.50 0.0256585 0.00112939 0.00538795 11.375 11.625 199292
11.75 0.0286813 8.89376e-05 0.00776483 11.625 11.875 119039
12.00 0.0427496 -0.000937834 0.0119132 11.875 12.125 70294
12.25 0.0794722 -0.00256503 0.0211724 12.125 12.375 41476
12.50 0.145329 -0.00400075 0.0356202 12.375 12.625 24502
12.75 0.250054 -0.00571042 0.0509157 12.625 12.875 14404
13.00 0.379981 -0.00576416 0.0674195 12.875 13.125 8200
13.25 0.510858 -0.00338316 0.0728601 13.125 13.375 4625
13.50 0.631363 -0.00169945 0.0740163 13.375 13.625 2520
13.75 0.724476 0.0038048 0.0614364 13.625 13.875 1363
14.00 0.800843 0.00930685 0.04919 13.875 14.125 676
14.25 0.847752 0.0112682 0.0401712 14.125 14.375 325
14.50 0.866778 0.0159107 0.0359785 14.375 14.625 136
14.75 0.924562 0.0113438 0.0208096 14.625 14.875 51
15.00 0.901298 0.0227612 0.0342018 14.875 15.125 6
15.25 0.972235 0.00448573 0.011448 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
