#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45218e-08 1.4432e-11 2.04681e-10 8.625 8.875 90857
9.00 7.55547e-07 3.496e-07 7.09346e-07 8.875 9.125 155682
9.25 0.000135904 1.06025e-05 2.47985e-05 9.125 9.375 640989
9.50 0.000200074 2.19304e-05 3.96725e-05 9.375 9.625 2.18963e+06
9.75 0.00021979 4.68938e-05 4.93099e-05 9.625 9.875 4.3434e+06
10.00 0.000655186 0.000183811 0.000222755 9.875 10.125 4.04726e+06
10.25 0.00460366 0.00107364 0.00180286 10.125 10.375 2.66293e+06
10.50 0.0171282 0.00358975 0.00599384 10.375 10.625 1.64234e+06
10.75 0.0289796 0.00623558 0.00980651 10.625 10.875 983650
11.00 0.0341651 0.00657914 0.0109847 10.875 11.125 549519
11.25 0.03237 0.00616629 0.0121745 11.125 11.375 302388
11.50 0.0304985 0.00363209 0.0123035 11.375 11.625 166252
11.75 0.0281146 0.00171239 0.0114766 11.625 11.875 89855
12.00 0.0260137 0.000349872 0.0104445 11.875 12.125 47259
12.25 0.0296951 -0.00145602 0.0125613 12.125 12.375 24165
12.50 0.0526365 -0.00388813 0.0231849 12.375 12.625 11954
12.75 0.10039 -0.00699091 0.0415557 12.625 12.875 5517
13.00 0.167136 -0.00307848 0.0600381 12.875 13.125 2356
13.25 0.247974 0.00535037 0.0765933 13.125 13.375 941
13.50 0.33733 0.0183503 0.0884289 13.375 13.625 324
13.75 0.401413 0.0401403 0.0948604 13.625 13.875 83
14.00 0.571443 0.0323856 0.101654 13.875 14.125 16
14.25 0.767482 0.0312564 0.150223 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
