#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46464e-08 5.93445e-11 3.03428e-10 8.625 8.875 30888
9.00 1.44741e-08 3.01504e-10 -1.90186e-11 8.875 9.125 55651
9.25 0.000146248 1.07072e-05 2.07002e-05 9.125 9.375 268173
9.50 0.00015164 2.1765e-05 2.83529e-05 9.375 9.625 1.09868e+06
9.75 0.000127378 4.2705e-05 2.87115e-05 9.625 9.875 2.9789e+06
10.00 0.00034561 0.000112963 0.000127232 9.875 10.125 3.76366e+06
10.25 0.00363943 0.000754142 0.00142186 10.125 10.375 2.61312e+06
10.50 0.0144889 0.00306599 0.00474029 10.375 10.625 1.62247e+06
10.75 0.0248613 0.00538992 0.0066254 10.625 10.875 999337
11.00 0.0290683 0.0060447 0.00692715 10.875 11.125 600754
11.25 0.0269508 0.00393906 0.00648056 11.125 11.375 348404
11.50 0.0217624 0.00124106 0.00662802 11.375 11.625 201471
11.75 0.0184082 0.000501361 0.00592276 11.625 11.875 116540
12.00 0.0230621 -0.000518063 0.00805557 11.875 12.125 66531
12.25 0.044126 -0.00194299 0.0161005 12.125 12.375 37657
12.50 0.092871 -0.0049158 0.033269 12.375 12.625 20977
12.75 0.173339 -0.00767002 0.0551788 12.625 12.875 11406
13.00 0.285144 -0.00878185 0.0790807 12.875 13.125 5925
13.25 0.404555 -0.0042671 0.0958365 13.125 13.375 3007
13.50 0.520123 0.00113392 0.0960681 13.375 13.625 1438
13.75 0.597403 0.0133015 0.0863125 13.625 13.875 637
14.00 0.708984 0.0177983 0.082445 13.875 14.125 243
14.25 0.77527 0.0347598 0.0592293 14.125 14.375 73
14.50 0.849837 0.0182134 0.0689574 14.375 14.625 11
14.75 0.944915 0.00653052 0.0135723 14.625 14.875 2
15.00 0.844947 0.0385401 0.0517213 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
