#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44369e-08 9.21281e-11 1.20954e-10 8.625 8.875 98183
9.00 1.05193e-05 2.94187e-07 1.10422e-06 8.875 9.125 167034
9.25 0.000160466 8.98635e-06 2.44193e-05 9.125 9.375 676561
9.50 0.000203491 2.39761e-05 3.83366e-05 9.375 9.625 2.27499e+06
9.75 0.000226448 4.82575e-05 4.88719e-05 9.625 9.875 4.42301e+06
10.00 0.000687241 0.000187712 0.000234915 9.875 10.125 4.03464e+06
10.25 0.00467216 0.00109851 0.00182677 10.125 10.375 2.64389e+06
10.50 0.0172657 0.00348989 0.00608883 10.375 10.625 1.63062e+06
10.75 0.0290337 0.00612764 0.0100068 10.625 10.875 972216
11.00 0.0340255 0.00647936 0.0112399 10.875 11.125 540293
11.25 0.0324135 0.00586981 0.0123951 11.125 11.375 296297
11.50 0.030619 0.00363301 0.0125966 11.375 11.625 161767
11.75 0.0286631 0.00168051 0.0118604 11.625 11.875 86931
12.00 0.0266796 0.000397416 0.0109233 11.875 12.125 45258
12.25 0.0297996 -0.00148281 0.0129577 12.125 12.375 22949
12.50 0.0516577 -0.0045328 0.0233236 12.375 12.625 11133
12.75 0.0953775 -0.00672513 0.0405487 12.625 12.875 5122
13.00 0.157904 -0.00239044 0.0570922 12.875 13.125 2124
13.25 0.240537 0.00654678 0.0753699 13.125 13.375 812
13.50 0.329983 0.0199683 0.0845906 13.375 13.625 275
13.75 0.411122 0.0351456 0.103529 13.625 13.875 72
14.00 0.479153 0.0486432 0.117303 13.875 14.125 7
14.25 0.375325 0.164986 0.157985 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
