#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46215e-08 1.08852e-10 2.87471e-10 8.625 8.875 30529
9.00 1.42121e-08 5.79293e-10 -2.71762e-10 8.875 9.125 54559
9.25 0.000148453 1.28121e-05 1.44936e-05 9.125 9.375 261932
9.50 0.000156291 2.22651e-05 2.4724e-05 9.375 9.625 1.06711e+06
9.75 0.000129261 4.09944e-05 2.89178e-05 9.625 9.875 2.9194e+06
10.00 0.00033574 0.000108953 0.000123685 9.875 10.125 3.73678e+06
10.25 0.00360415 0.000750732 0.00141507 10.125 10.375 2.60168e+06
10.50 0.0144018 0.00296355 0.00468788 10.375 10.625 1.61644e+06
10.75 0.0246655 0.00533625 0.00650208 10.625 10.875 995914
11.00 0.0287533 0.0060872 0.00685104 10.875 11.125 600383
11.25 0.0266804 0.00385593 0.00638388 11.125 11.375 348606
11.50 0.0214352 0.0011512 0.00643001 11.375 11.625 201995
11.75 0.0183467 0.000488739 0.00597373 11.625 11.875 117085
12.00 0.0235094 -0.000641508 0.00829008 11.875 12.125 66899
12.25 0.0455696 -0.00212244 0.0165905 12.125 12.375 37994
12.50 0.0949252 -0.00495701 0.0334289 12.375 12.625 21172
12.75 0.176452 -0.00775975 0.0562662 12.625 12.875 11591
13.00 0.29005 -0.00782815 0.0792812 12.875 13.125 6052
13.25 0.411032 -0.00470573 0.0957541 13.125 13.375 3087
13.50 0.527108 0.00125837 0.0961198 13.375 13.625 1499
13.75 0.61016 0.0118008 0.0872717 13.625 13.875 665
14.00 0.709282 0.0152044 0.080673 13.875 14.125 249
14.25 0.7693 0.0332926 0.0592439 14.125 14.375 87
14.50 0.850263 0.0254403 0.0590944 14.375 14.625 13
14.75 0.947286 0.00801957 0.0112181 14.625 14.875 2
15.00 0.846085 0.0382845 0.0503558 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
