#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45294e-08 1.05887e-06 1.66728e-10 8.625 8.875 56842
9.00 1.45571e-08 1.57374e-10 5.97549e-11 8.875 9.125 100746
9.25 0.000190981 1.1542e-05 3.21163e-05 9.125 9.375 454254
9.50 0.00017098 2.31287e-05 3.39733e-05 9.375 9.625 1.70656e+06
9.75 0.000181221 4.56591e-05 4.2944e-05 9.625 9.875 3.80959e+06
10.00 0.000498186 0.000162625 0.000175102 9.875 10.125 4.03709e+06
10.25 0.00419606 0.000939757 0.0016688 10.125 10.375 2.70925e+06
10.50 0.0161833 0.00377183 0.00557502 10.375 10.625 1.67113e+06
10.75 0.0277825 0.00655877 0.00845504 10.625 10.875 1.0194e+06
11.00 0.0331128 0.00718103 0.00952869 10.875 11.125 586009
11.25 0.0313448 0.00534903 0.0100587 11.125 11.375 331210
11.50 0.0280125 0.00238576 0.01007 11.375 11.625 186540
11.75 0.0235194 0.00127545 0.00836164 11.625 11.875 104262
12.00 0.0219154 0.000274191 0.00800147 11.875 12.125 57264
12.25 0.0323781 -0.00100439 0.0125944 12.125 12.375 30816
12.50 0.0642051 -0.00371208 0.0255833 12.375 12.625 16061
12.75 0.125269 -0.00575323 0.0476096 12.625 12.875 8107
13.00 0.215116 -0.00627851 0.0703954 12.875 13.125 3846
13.25 0.307618 -0.00118414 0.0875888 13.125 13.375 1709
13.50 0.401614 0.0103258 0.0921606 13.375 13.625 693
13.75 0.52901 0.0255412 0.100136 13.625 13.875 252
14.00 0.601183 0.040661 0.0995254 13.875 14.125 59
14.25 0.646919 0.0573757 0.0776554 14.125 14.375 11
14.50 0.844381 0.0497792 0.0692074 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
