#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42755e-08 5.14762e-10 -1.27074e-10 8.625 8.875 27674
9.00 1.48225e-08 8.26716e-11 2.62625e-10 8.875 9.125 48846
9.25 0.000205982 1.6813e-05 5.20267e-05 9.125 9.375 230063
9.50 0.000178021 2.00026e-05 3.45522e-05 9.375 9.625 853629
9.75 0.000107404 4.2076e-05 2.84248e-05 9.625 9.875 2.36202e+06
10.00 0.000267485 8.9677e-05 0.000105362 9.875 10.125 3.4371e+06
10.25 0.00333578 0.000677637 0.00131358 10.125 10.375 2.4703e+06
10.50 0.0134607 0.00253766 0.00413 10.375 10.625 1.54862e+06
10.75 0.0227793 0.00497566 0.00542565 10.625 10.875 959108
11.00 0.0259916 0.00485542 0.00544075 10.875 11.125 588485
11.25 0.0244403 0.00293903 0.00522182 11.125 11.375 345985
11.50 0.0202946 0.000635345 0.00556119 11.375 11.625 204169
11.75 0.0199561 0 0.00654923 11.625 11.875 119398
12.00 0.0297737 -0.00110748 0.0101825 11.875 12.125 69704
12.25 0.0592427 -0.00346337 0.0208762 12.125 12.375 40422
12.50 0.118493 -0.00635879 0.0379007 12.375 12.625 22807
12.75 0.208899 -0.00870925 0.0591177 12.625 12.875 13035
13.00 0.33274 -0.00899085 0.0777213 12.875 13.125 7250
13.25 0.461068 -0.00871462 0.0916135 13.125 13.375 3821
13.50 0.580138 -0.000799537 0.090165 13.375 13.625 1954
13.75 0.668209 0.0107882 0.0744619 13.625 13.875 969
14.00 0.74808 0.0134514 0.0667446 13.875 14.125 427
14.25 0.806372 0.0263283 0.0527924 14.125 14.375 172
14.50 0.850414 0.0343811 0.0307363 14.375 14.625 39
14.75 0.898904 0.0159456 0.0399176 14.625 14.875 10
15.00 0.936674 0.0205436 0.0165147 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
