#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43752e-08 2.27642e-10 1.76286e-11 8.625 8.875 77765
9.00 6.73136e-06 1.59598e-07 2.05705e-08 8.875 9.125 136150
9.25 0.00016545 1.66083e-05 2.50106e-05 9.125 9.375 574113
9.50 0.000178179 2.31306e-05 3.64779e-05 9.375 9.625 2.02833e+06
9.75 0.000208265 4.83131e-05 4.62564e-05 9.625 9.875 4.17737e+06
10.00 0.000606737 0.000181575 0.000202748 9.875 10.125 4.06021e+06
10.25 0.00448243 0.00103406 0.0017848 10.125 10.375 2.69057e+06
10.50 0.0168368 0.00351777 0.0058143 10.375 10.625 1.65873e+06
10.75 0.0286302 0.00645426 0.00937032 10.625 10.875 1.00104e+06
11.00 0.0340532 0.00686883 0.0106566 10.875 11.125 564640
11.25 0.0323653 0.00551228 0.0117155 11.125 11.375 313114
11.50 0.0299032 0.00350031 0.0116432 11.375 11.625 173994
11.75 0.0268097 0.00144989 0.0105316 11.625 11.875 95171
12.00 0.0244326 0.000356896 0.00941666 11.875 12.125 50919
12.25 0.0307396 -0.0015308 0.0128509 12.125 12.375 26386
12.50 0.055661 -0.00388444 0.0237947 12.375 12.625 13411
12.75 0.108289 -0.00689506 0.043891 12.625 12.875 6345
13.00 0.183127 -0.00360157 0.0636116 12.875 13.125 2829
13.25 0.258904 0.0055632 0.078363 13.125 13.375 1163
13.50 0.363343 0.0199456 0.0837872 13.375 13.625 427
13.75 0.437629 0.0359888 0.0917198 13.625 13.875 128
14.00 0.591351 0.0372362 0.101759 13.875 14.125 22
14.25 0.454803 0.0459761 0.106752 14.125 14.375 3
14.50 0.766606 0.0745795 0.13273 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
