#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44599e-08 2.93106e-10 8.9206e-11 8.625 8.875 28063
9.00 1.48038e-08 6.17648e-11 2.92229e-10 8.875 9.125 49459
9.25 0.000214058 1.37382e-05 5.08971e-05 9.125 9.375 233695
9.50 0.000171446 1.96989e-05 3.32679e-05 9.375 9.625 877317
9.75 0.000111394 4.50704e-05 2.95801e-05 9.625 9.875 2.44171e+06
10.00 0.00027619 9.2959e-05 0.000106686 9.875 10.125 3.4861e+06
10.25 0.003373 0.00069212 0.00134031 10.125 10.375 2.49341e+06
10.50 0.013579 0.00266516 0.00413109 10.375 10.625 1.56076e+06
10.75 0.0229954 0.00506356 0.00549719 10.625 10.875 964848
11.00 0.0263304 0.00505597 0.00553733 10.875 11.125 591034
11.25 0.0246277 0.00313672 0.00536117 11.125 11.375 346827
11.50 0.0201871 0.000725195 0.00552872 11.375 11.625 204281
11.75 0.019507 0 0.00636702 11.625 11.875 119044
12.00 0.0285064 -0.0010576 0.00990722 11.875 12.125 69413
12.25 0.057178 -0.003288 0.020286 12.125 12.375 40158
12.50 0.114727 -0.00603839 0.0375314 12.375 12.625 22654
12.75 0.203507 -0.00819887 0.0579176 12.625 12.875 12794
13.00 0.327178 -0.00949565 0.0784996 12.875 13.125 7105
13.25 0.450712 -0.00667703 0.0891466 13.125 13.375 3690
13.50 0.570404 -1.06692e-05 0.0916989 13.375 13.625 1895
13.75 0.662004 0.00994784 0.0759267 13.625 13.875 939
14.00 0.739064 0.0134717 0.0674082 13.875 14.125 389
14.25 0.800107 0.026145 0.0534096 14.125 14.375 162
14.50 0.846894 0.0379277 0.0282436 14.375 14.625 32
14.75 0.880012 0.0252489 0.0418008 14.625 14.875 9
15.00 0.936852 0.018768 0.0173798 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
