#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.03343e-06 -8.52454e-07 3.01922e-06 8.625 8.875 211406
9.00 1.42186e-05 -1.73391e-06 1.16407e-05 8.875 9.125 340054
9.25 0.000183106 1.21539e-05 3.86799e-05 9.125 9.375 1.16636e+06
9.50 0.00025373 1.57229e-05 5.30081e-05 9.375 9.625 3.31017e+06
9.75 0.000262733 2.79051e-05 6.3358e-05 9.625 9.875 4.61513e+06
10.00 0.000875938 0.00017523 0.000310682 9.875 10.125 3.4506e+06
10.25 0.00526564 0.00109874 0.00197763 10.125 10.375 2.0423e+06
10.50 0.0166577 0.00250984 0.00609264 10.375 10.625 1.15817e+06
10.75 0.0250659 0.00470311 0.00946135 10.625 10.875 610148
11.00 0.0259365 0.00421 0.0104993 10.875 11.125 312171
11.25 0.0253115 0.00224664 0.0119391 11.125 11.375 152959
11.50 0.0263993 0.00121773 0.013987 11.375 11.625 72217
11.75 0.0268759 0.00173446 0.0140594 11.625 11.875 32671
12.00 0.0266963 0.00133549 0.0131707 11.875 12.125 13832
12.25 0.0269132 0.00074332 0.0128736 12.125 12.375 5468
12.50 0.0339777 -0.000733752 0.0155233 12.375 12.625 1877
12.75 0.0530098 -0.00187548 0.0232603 12.625 12.875 561
13.00 0.0982906 0.00174274 0.0440341 12.875 13.125 145
13.25 0.19386 0.00253351 0.0861041 13.125 13.375 29
13.50 0.296026 -0.0466789 0.213307 13.375 13.625 2
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
