#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44182e-08 2.18588e-10 6.87699e-11 8.625 8.875 48537
9.00 1.47614e-08 -2.34852e-11 2.86124e-10 8.875 9.125 86919
9.25 0.000165506 1.4006e-05 3.42503e-05 9.125 9.375 402083
9.50 0.000167961 1.90008e-05 2.98918e-05 9.375 9.625 1.55444e+06
9.75 0.000166915 4.77241e-05 3.73495e-05 9.625 9.875 3.62067e+06
10.00 0.000458866 0.000155397 0.000163391 9.875 10.125 3.99631e+06
10.25 0.00408281 0.000900699 0.00162574 10.125 10.375 2.70264e+06
10.50 0.0158152 0.00368857 0.0053714 10.375 10.625 1.66778e+06
10.75 0.0272033 0.00628498 0.00815993 10.625 10.875 1.02113e+06
11.00 0.0323709 0.00659863 0.0088095 10.875 11.125 593155
11.25 0.0305768 0.00462826 0.00913322 11.125 11.375 337267
11.50 0.0264883 0.00229566 0.00906476 11.375 11.625 191602
11.75 0.0217769 0.00100669 0.00739897 11.625 11.875 107761
12.00 0.0212646 0.000306752 0.00749691 11.875 12.125 60138
12.25 0.0342812 -0.00144318 0.0130496 12.125 12.375 32564
12.50 0.0697923 -0.00349752 0.0270739 12.375 12.625 17461
12.75 0.136908 -0.00728819 0.050793 12.625 12.875 8844
13.00 0.230743 -0.00699696 0.0730643 12.875 13.125 4390
13.25 0.332375 -0.00284514 0.0911194 13.125 13.375 2033
13.50 0.427241 0.00597268 0.0962953 13.375 13.625 846
13.75 0.54133 0.0248089 0.0977352 13.625 13.875 304
14.00 0.644817 0.029513 0.100922 13.875 14.125 100
14.25 0.703984 0.0349675 0.0824752 14.125 14.375 16
14.50 0.657142 0.0546357 0.0969691 14.375 14.625 2
14.75 0.887303 0.0436876 0.0489671 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
