#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42265e-08 7.12568e-11 7.52332e-11 8.625 8.875 238431
9.00 6.03768e-06 -5.0967e-07 2.40291e-06 8.875 9.125 386108
9.25 0.000178848 1.39957e-05 3.91498e-05 9.125 9.375 1.27970e+06
9.50 0.000250047 1.82595e-05 4.97252e-05 9.375 9.625 3.35949e+06
9.75 0.000251759 2.60605e-05 5.95853e-05 9.625 9.875 4.29302e+06
10.00 0.000828355 0.000148674 0.000295834 9.875 10.125 3.12183e+06
10.25 0.00499106 0.000903093 0.00187237 10.125 10.375 1.80248e+06
10.50 0.0149904 0.00234658 0.00561994 10.375 10.625 982624
10.75 0.0226559 0.00380446 0.00876155 10.625 10.875 499545
11.00 0.0230693 0.00357721 0.00986162 10.875 11.125 247511
11.25 0.0225648 0.00202282 0.0108254 11.125 11.375 116585
11.50 0.0237509 0.00164043 0.012861 11.375 11.625 52399
11.75 0.0245298 0.00144799 0.0133947 11.625 11.875 22106
12.00 0.0240409 0.0017576 0.0122598 11.875 12.125 8809
12.25 0.0240765 0.000829104 0.0121428 12.125 12.375 3108
12.50 0.0279612 0.000188593 0.0111555 12.375 12.625 959
12.75 0.046022 -0.000906888 0.0214482 12.625 12.875 242
13.00 0.0716806 -0.00777059 0.0434741 12.875 13.125 55
13.25 0.383062 -0.0213565 0.208084 13.125 13.375 7
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
