#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.0023e-06 -9.87414e-07 9.87926e-07 8.625 8.875 36416
9.00 1.45135e-08 2.97459e-10 1.09965e-11 8.875 9.125 58161
9.25 0.00024559 1.40501e-05 5.53473e-05 9.125 9.375 243196
9.50 0.000163676 1.54843e-05 4.13104e-05 9.375 9.625 757771
9.75 7.71582e-05 2.5532e-05 2.24383e-05 9.625 9.875 1.92506e+06
10.00 0.000206165 8.44059e-05 8.69981e-05 9.875 10.125 2.94919e+06
10.25 0.00304646 0.000739171 0.00110997 10.125 10.375 2.25736e+06
10.50 0.0124759 0.00288089 0.00332966 10.375 10.625 1.44397e+06
10.75 0.021339 0.00498971 0.00359963 10.625 10.875 900804
11.00 0.0250713 0.00509308 0.00350356 10.875 11.125 557942
11.25 0.0255646 0.00306081 0.00413481 11.125 11.375 336065
11.50 0.0241648 0.000672029 0.00556977 11.375 11.625 200645
11.75 0.0265203 -0.000163237 0.00792504 11.625 11.875 119696
12.00 0.0402841 -0.00129508 0.0120252 11.875 12.125 70518
12.25 0.0756771 -0.00300156 0.0217899 12.125 12.375 41486
12.50 0.140608 -0.00478703 0.0360111 12.375 12.625 24348
12.75 0.244151 -0.00657496 0.053167 12.625 12.875 14328
13.00 0.372869 -0.00719485 0.0713216 12.875 13.125 8039
13.25 0.504174 -0.00470296 0.0753522 13.125 13.375 4580
13.50 0.621715 -0.00129455 0.0766767 13.375 13.625 2420
13.75 0.723324 0.00400662 0.0648111 13.625 13.875 1295
14.00 0.794757 0.00983578 0.0541207 13.875 14.125 637
14.25 0.839951 0.0123854 0.0433117 14.125 14.375 311
14.50 0.864356 0.0175319 0.0359195 14.375 14.625 114
14.75 0.926517 0.0103868 0.0229029 14.625 14.875 42
15.00 0.881906 0.0373375 0.0349546 14.875 15.125 5
15.25 0.970079 0.00467134 0.0130726 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
