#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45812e-08 -4.36771e-11 2.67513e-10 8.625 8.875 109507
9.00 4.86079e-06 1.14545e-06 2.77216e-06 8.875 9.125 185499
9.25 0.000153625 1.41296e-05 2.67069e-05 9.125 9.375 735771
9.50 0.000213129 1.96532e-05 4.13936e-05 9.375 9.625 2.40468e+06
9.75 0.000234194 4.78134e-05 5.13429e-05 9.625 9.875 4.53576e+06
10.00 0.000727618 0.000193485 0.00025456 9.875 10.125 4.00844e+06
10.25 0.00480313 0.00112671 0.00186998 10.125 10.375 2.60784e+06
10.50 0.0174459 0.00351797 0.00623516 10.375 10.625 1.60738e+06
10.75 0.0290983 0.00654803 0.0102821 10.625 10.875 950755
11.00 0.033753 0.00671003 0.0114394 10.875 11.125 524835
11.25 0.0323431 0.00520197 0.0126741 11.125 11.375 285406
11.50 0.0306124 0.00354776 0.0128305 11.375 11.625 154134
11.75 0.0294794 0.00204127 0.0123432 11.625 11.875 82073
12.00 0.027436 0.000514043 0.0115289 11.875 12.125 42232
12.25 0.0301428 -0.00156672 0.0134904 12.125 12.375 20973
12.50 0.0482631 -0.00361578 0.0213055 12.375 12.625 9971
12.75 0.089047 -0.00463647 0.0377239 12.625 12.875 4382
13.00 0.148975 -0.00102526 0.0543604 12.875 13.125 1814
13.25 0.221776 0.00733718 0.0727575 13.125 13.375 644
13.50 0.312467 0.0188143 0.0847994 13.375 13.625 205
13.75 0.415538 0.0210017 0.120526 13.625 13.875 48
14.00 0.376977 0.0801412 0.125062 13.875 14.125 5
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
