#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46342e-08 1.07778e-10 3.07654e-10 8.625 8.875 30417
9.00 1.47848e-08 -1.19575e-11 3.26993e-10 8.875 9.125 51083
9.25 0.000232178 6.74283e-06 7.3698e-05 9.125 9.375 224746
9.50 0.000159715 1.79323e-05 3.71444e-05 9.375 9.625 751099
9.75 8.47516e-05 2.69308e-05 2.47376e-05 9.625 9.875 1.97162e+06
10.00 0.000217128 8.12973e-05 9.21249e-05 9.875 10.125 3.02798e+06
10.25 0.00308798 0.000729773 0.00117748 10.125 10.375 2.29397e+06
10.50 0.0125817 0.00272885 0.0036012 10.375 10.625 1.46234e+06
10.75 0.0214109 0.0047879 0.00404807 10.625 10.875 911137
11.00 0.0248836 0.00483015 0.00390513 10.875 11.125 564153
11.25 0.0250044 0.00299577 0.00432387 11.125 11.375 338625
11.50 0.02301 0.000265464 0.00562611 11.375 11.625 201768
11.75 0.0249394 -0.000216397 0.00769929 11.625 11.875 120108
12.00 0.0382234 -0.00127953 0.0117226 11.875 12.125 70678
12.25 0.0732118 -0.00306997 0.0222561 12.125 12.375 41453
12.50 0.136199 -0.00552367 0.0362641 12.375 12.625 24191
12.75 0.238479 -0.00676945 0.0546713 12.625 12.875 14123
13.00 0.363971 -0.00760362 0.0720286 12.875 13.125 7970
13.25 0.495106 -0.00585946 0.0792018 13.125 13.375 4461
13.50 0.61419 -0.00259727 0.0802336 13.375 13.625 2416
13.75 0.718512 0.00360972 0.0681536 13.625 13.875 1237
14.00 0.787276 0.0101526 0.0570652 13.875 14.125 607
14.25 0.828933 0.0146849 0.0444063 14.125 14.375 287
14.50 0.860665 0.0185982 0.0359055 14.375 14.625 99
14.75 0.914122 0.0138165 0.0263901 14.625 14.875 39
15.00 0.912436 0.0370017 0.0207942 14.875 15.125 3
15.25 0.947871 0.017074 0.0111983 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
