#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43926e-08 1.71928e-10 6.27658e-11 8.625 8.875 101840
9.00 2.93469e-06 2.20024e-07 6.44151e-07 8.875 9.125 172631
9.25 0.000143783 1.17028e-05 2.26811e-05 9.125 9.375 695762
9.50 0.000205255 1.9813e-05 4.07205e-05 9.375 9.625 2.31855e+06
9.75 0.000231588 4.81136e-05 4.99167e-05 9.625 9.875 4.46162e+06
10.00 0.000698067 0.000189577 0.000235951 9.875 10.125 4.02727e+06
10.25 0.00472764 0.0011021 0.00184805 10.125 10.375 2.63266e+06
10.50 0.0173388 0.00347558 0.00612942 10.375 10.625 1.62389e+06
10.75 0.0290908 0.0062316 0.0100511 10.625 10.875 965768
11.00 0.0339067 0.0067283 0.0111942 10.875 11.125 535059
11.25 0.032408 0.00564757 0.012568 11.125 11.375 293005
11.50 0.0306772 0.00364118 0.0126933 11.375 11.625 159260
11.75 0.0289188 0.00181555 0.0119429 11.625 11.875 85332
12.00 0.026941 0.000450401 0.011029 11.875 12.125 44359
12.25 0.0298703 -0.00152505 0.0129763 12.125 12.375 22331
12.50 0.0504002 -0.00421482 0.0229072 12.375 12.625 10741
12.75 0.0930031 -0.00586569 0.0399811 12.625 12.875 4882
13.00 0.154931 -0.00165838 0.0550778 12.875 13.125 2017
13.25 0.230618 0.00634512 0.0738274 13.125 13.375 757
13.50 0.332439 0.0198054 0.0875371 13.375 13.625 250
13.75 0.400966 0.0304725 0.102506 13.625 13.875 61
14.00 0.473023 0.075467 0.104695 13.875 14.125 6
14.25 0.24904 0.124865 0.160921 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
