#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 7.00907e-06 -1.19321e-08 6.99472e-06 8.625 8.875 142487
9.00 1.39024e-06 4.7208e-07 3.12043e-07 8.875 9.125 235031
9.25 0.000153976 1.53693e-05 3.14707e-05 9.125 9.375 884812
9.50 0.000235574 2.54485e-05 4.12908e-05 9.375 9.625 2.71898e+06
9.75 0.000262326 4.62322e-05 5.92885e-05 9.625 9.875 4.74286e+06
10.00 0.00085696 0.000215247 0.000306439 9.875 10.125 3.9097e+06
10.25 0.00512844 0.00117366 0.00198764 10.125 10.375 2.48601e+06
10.50 0.0178392 0.00352806 0.00645348 10.375 10.625 1.52372e+06
10.75 0.0289996 0.00629783 0.0105993 10.625 10.875 877751
11.00 0.0324172 0.00602546 0.0117832 10.875 11.125 475926
11.25 0.0311678 0.00403524 0.013084 11.125 11.375 253274
11.50 0.0306398 0.00325951 0.0139757 11.375 11.625 132878
11.75 0.0302627 0.00255934 0.0135718 11.625 11.875 68152
12.00 0.0290254 6.91693e-05 0.0129396 11.875 12.125 33635
12.25 0.030679 -0.00168233 0.014207 12.125 12.375 15832
12.50 0.0447149 -0.0041223 0.0208971 12.375 12.625 7067
12.75 0.0727438 -0.00329332 0.032032 12.625 12.875 2852
13.00 0.131394 -0.00198132 0.0539837 12.875 13.125 1067
13.25 0.186416 0.0117271 0.062909 13.125 13.375 325
13.50 0.254254 0.0206053 0.0873108 13.375 13.625 97
13.75 0.338108 0.000820994 0.132438 13.625 13.875 12
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
