#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.48826e-08 -1.09866e-10 5.10132e-10 8.625 8.875 28888
9.00 1.70463e-05 1.80689e-07 5.72465e-07 8.875 9.125 51315
9.25 0.000176293 1.28771e-05 3.27724e-05 9.125 9.375 246658
9.50 0.000155519 2.46303e-05 2.90251e-05 9.375 9.625 965636
9.75 0.000122311 4.6249e-05 2.8032e-05 9.625 9.875 2.69805e+06
10.00 0.000304096 0.000105108 0.000110548 9.875 10.125 3.62755e+06
10.25 0.0035047 0.000730548 0.0013949 10.125 10.375 2.55675e+06
10.50 0.0139975 0.00299004 0.00430157 10.375 10.625 1.59307e+06
10.75 0.0238557 0.00554767 0.00587274 10.625 10.875 982725
11.00 0.0275748 0.00578069 0.00632815 10.875 11.125 596846
11.25 0.0256696 0.00364032 0.00597838 11.125 11.375 348288
11.50 0.0205767 0.00110498 0.00598718 11.375 11.625 203566
11.75 0.0185156 0.0002106 0.0060979 11.625 11.875 118302
12.00 0.0252436 -0.000704607 0.00890996 11.875 12.125 68243
12.25 0.050737 -0.00234795 0.0182847 12.125 12.375 39156
12.50 0.102136 -0.00551441 0.0347872 12.375 12.625 21942
12.75 0.190696 -0.00797239 0.0579779 12.625 12.875 12180
13.00 0.306343 -0.00918108 0.0794443 12.875 13.125 6560
13.25 0.431723 -0.00566807 0.0914313 13.125 13.375 3405
13.50 0.546596 -8.89897e-05 0.09764 13.375 13.625 1658
13.75 0.632983 0.0128338 0.0802605 13.625 13.875 781
14.00 0.72564 0.0146668 0.0708128 13.875 14.125 314
14.25 0.792536 0.0251516 0.0604638 14.125 14.375 114
14.50 0.822213 0.0408655 0.0309384 14.375 14.625 25
14.75 0.882165 0.0367985 0.0395473 14.625 14.875 3
15.00 0.90939 0.0300518 0.0377838 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
