#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.41444e-08 1.21204e-10 1.31086e-11 8.625 8.875 249840
9.00 6.2146e-06 -3.19301e-07 2.66131e-06 8.875 9.125 400630
9.25 0.000170229 8.60565e-06 3.91269e-05 9.125 9.375 1.30327e+06
9.50 0.000240168 1.76925e-05 4.84679e-05 9.375 9.625 3.34161e+06
9.75 0.000250523 2.60479e-05 6.05461e-05 9.625 9.875 4.1917e+06
10.00 0.000814394 0.000140958 0.000288196 9.875 10.125 3.01102e+06
10.25 0.00488351 0.000846313 0.00183029 10.125 10.375 1.72935e+06
10.50 0.0145392 0.00233459 0.00550056 10.375 10.625 931445
10.75 0.0219165 0.00356378 0.00853925 10.625 10.875 470190
11.00 0.0223742 0.00341323 0.00944108 10.875 11.125 230591
11.25 0.0219353 0.00188709 0.0106425 11.125 11.375 107174
11.50 0.0228892 0.00150052 0.0125773 11.375 11.625 47336
11.75 0.0241068 0.00146779 0.0131246 11.625 11.875 19863
12.00 0.0234038 0.00174285 0.0122543 11.875 12.125 7577
12.25 0.023172 0.00119311 0.0113272 12.125 12.375 2644
12.50 0.0267298 0.000436837 0.0107753 12.375 12.625 748
12.75 0.0437227 -0.000330441 0.0203604 12.625 12.875 196
13.00 0.0737294 -0.00503905 0.0430851 12.875 13.125 39
13.25 0.553876 -0.0425643 0.302418 13.125 13.375 4
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
