#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46887e-08 1.69189e-11 3.49642e-10 8.625 8.875 31708
9.00 3.99374e-06 2.74119e-06 9.97093e-08 8.875 9.125 57344
9.25 0.000122505 8.63339e-06 1.82788e-05 9.125 9.375 276213
9.50 0.000158782 2.30583e-05 2.98289e-05 9.375 9.625 1.1343e+06
9.75 0.000135016 4.28785e-05 3.02961e-05 9.625 9.875 3.03792e+06
10.00 0.000351626 0.000117131 0.000126923 9.875 10.125 3.78965e+06
10.25 0.00368117 0.000761727 0.00145262 10.125 10.375 2.62427e+06
10.50 0.0146213 0.0031809 0.00475738 10.375 10.625 1.62802e+06
10.75 0.0251092 0.00535894 0.00677747 10.625 10.875 1.00223e+06
11.00 0.029325 0.00609299 0.00704258 10.875 11.125 600803
11.25 0.0273373 0.00402116 0.00672729 11.125 11.375 348091
11.50 0.0220848 0.00135855 0.0067652 11.375 11.625 201060
11.75 0.0185739 0.000501091 0.00596209 11.625 11.875 115992
12.00 0.0227292 -0.000526786 0.00789269 11.875 12.125 66146
12.25 0.0431639 -0.00212295 0.0159617 12.125 12.375 37277
12.50 0.0912731 -0.00480922 0.0334603 12.375 12.625 20714
12.75 0.17034 -0.00857064 0.0549468 12.625 12.875 11197
13.00 0.280151 -0.00895452 0.0788456 12.875 13.125 5824
13.25 0.398361 -0.0019027 0.0938901 13.125 13.375 2915
13.50 0.511973 0.000958681 0.098035 13.375 13.625 1371
13.75 0.591939 0.0157835 0.0888036 13.625 13.875 612
14.00 0.705028 0.0164252 0.0851792 13.875 14.125 234
14.25 0.756335 0.0404276 0.0553579 14.125 14.375 66
14.50 0.834675 0.0230014 0.0664185 14.375 14.625 11
14.75 0.897938 0.0195231 0.0438836 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
