#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.3904e-08 8.29105e-10 -3.79344e-10 8.625 8.875 26240
9.00 1.43268e-08 4.65421e-10 -1.29497e-10 8.875 9.125 46488
9.25 0.000235052 1.81464e-05 5.49699e-05 9.125 9.375 215816
9.50 0.000173021 2.25542e-05 4.25976e-05 9.375 9.625 772838
9.75 9.72689e-05 3.19514e-05 2.82169e-05 9.625 9.875 2.09856e+06
10.00 0.000234722 8.68012e-05 9.48738e-05 9.875 10.125 3.20895e+06
10.25 0.00317817 0.000602044 0.00124308 10.125 10.375 2.37138e+06
10.50 0.0129296 0.00242664 0.00394824 10.375 10.625 1.49952e+06
10.75 0.0217997 0.00447476 0.00478786 10.625 10.875 932299
11.00 0.0249898 0.00470481 0.00471922 10.875 11.125 575522
11.25 0.0241136 0.00270933 0.00455896 11.125 11.375 343376
11.50 0.0212273 0.000411341 0.00541235 11.375 11.625 203446
11.75 0.0223801 -0.000357477 0.00719947 11.625 11.875 120294
12.00 0.0342441 -0.00152971 0.0112166 11.875 12.125 70606
12.25 0.0671394 -0.00337721 0.0218197 12.125 12.375 41224
12.50 0.128332 -0.00614519 0.0372198 12.375 12.625 23865
12.75 0.227093 -0.00725105 0.0575396 12.625 12.875 13670
13.00 0.349207 -0.00763693 0.0721045 12.875 13.125 7733
13.25 0.482946 -0.00895837 0.0876901 13.125 13.375 4214
13.50 0.598187 -0.00131261 0.0826681 13.375 13.625 2247
13.75 0.698581 0.00650007 0.0685371 13.625 13.875 1144
14.00 0.776079 0.00952464 0.0638322 13.875 14.125 528
14.25 0.809847 0.0227495 0.0477471 14.125 14.375 241
14.50 0.866951 0.0215518 0.0265455 14.375 14.625 63
14.75 0.893602 0.0170327 0.0365868 14.625 14.875 26
15.00 0.919566 0.0330794 0.0389788 14.875 15.125 2
15.25 0.935236 0.0239963 0.00832534 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
