#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42725e-08 1.22603e-10 2.80016e-11 8.625 8.875 198469
9.00 9.224e-06 9.85497e-07 3.73167e-06 8.875 9.125 317323
9.25 0.000175812 1.19935e-05 3.07361e-05 9.125 9.375 1.10974e+06
9.50 0.000251089 1.85356e-05 4.85753e-05 9.375 9.625 3.19391e+06
9.75 0.00026499 3.32117e-05 6.23407e-05 9.625 9.875 4.75337e+06
10.00 0.00092337 0.000196669 0.000329761 9.875 10.125 3.59816e+06
10.25 0.00552429 0.00120306 0.00211758 10.125 10.375 2.17075e+06
10.50 0.0174825 0.00285541 0.00637282 10.375 10.625 1.26611e+06
10.75 0.0263812 0.00490494 0.00969659 10.625 10.875 682585
11.00 0.0277517 0.00458205 0.0112666 10.875 11.125 354760
11.25 0.0271898 0.00291612 0.0128541 11.125 11.375 178953
11.50 0.0276346 0.00207792 0.0142359 11.375 11.625 86735
11.75 0.0280746 0.00181479 0.0143262 11.625 11.875 40630
12.00 0.0280679 0.00165305 0.0132572 11.875 12.125 18071
12.25 0.0278075 0.000145076 0.0130834 12.125 12.375 7477
12.50 0.0332564 -0.00120069 0.0149693 12.375 12.625 2823
12.75 0.0544868 -0.00129564 0.0236905 12.625 12.875 888
13.00 0.100856 0.00151098 0.0409317 12.875 13.125 279
13.25 0.169069 0.00161375 0.0758048 13.125 13.375 53
13.50 0.390216 -0.0101127 0.162862 13.375 13.625 8
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
