#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45809e-08 1.3423e-10 2.63908e-10 8.625 8.875 26199
9.00 1.43666e-08 4.44972e-10 -1.05515e-10 8.875 9.125 46749
9.25 0.00019242 1.29868e-05 4.57338e-05 9.125 9.375 220348
9.50 0.000174692 1.81816e-05 3.76323e-05 9.375 9.625 804101
9.75 0.000104247 3.72203e-05 2.76835e-05 9.625 9.875 2.20278e+06
10.00 0.00024036 8.70492e-05 9.81542e-05 9.875 10.125 3.3213e+06
10.25 0.00321708 0.000638366 0.00127106 10.125 10.375 2.41847e+06
10.50 0.0131195 0.00246511 0.00408705 10.375 10.625 1.52265e+06
10.75 0.0221512 0.00469488 0.00515197 10.625 10.875 945046
11.00 0.0252545 0.00475478 0.00497414 10.875 11.125 582192
11.25 0.0240433 0.00275407 0.00487419 11.125 11.375 345496
11.50 0.0205707 0.000543987 0.00545467 11.375 11.625 203907
11.75 0.0210805 -6.76289e-05 0.00689278 11.625 11.875 120217
12.00 0.0316936 -0.00115388 0.0103913 11.875 12.125 70320
12.25 0.0633146 -0.00358112 0.0216927 12.125 12.375 40947
12.50 0.123401 -0.00602838 0.0379532 12.375 12.625 23462
12.75 0.218237 -0.00775604 0.0581578 12.625 12.875 13478
13.00 0.342053 -0.00834963 0.0745967 12.875 13.125 7489
13.25 0.470338 -0.00871232 0.0884408 13.125 13.375 4068
13.50 0.587842 -0.000368118 0.0841924 13.375 13.625 2125
13.75 0.686663 0.00772709 0.0718718 13.625 13.875 1060
14.00 0.757604 0.0121576 0.0654133 13.875 14.125 492
14.25 0.802498 0.0210705 0.0517604 14.125 14.375 214
14.50 0.858685 0.0279361 0.0284895 14.375 14.625 48
14.75 0.89975 0.0189256 0.0370759 14.625 14.875 19
15.00 0.972085 0.00643414 0.0150257 14.875 15.125 1
15.25 0.931795 0.021458 0.0188721 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
