#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46039e-08 1.24145e-10 2.76963e-10 8.625 8.875 30129
9.00 3.27932e-06 1.45129e-07 2.38226e-07 8.875 9.125 54341
9.25 0.00014617 1.19133e-05 2.25013e-05 9.125 9.375 259213
9.50 0.000152125 2.29566e-05 2.26187e-05 9.375 9.625 1.0528e+06
9.75 0.000129445 4.23134e-05 2.93818e-05 9.625 9.875 2.89009e+06
10.00 0.000331702 0.00010935 0.000121875 9.875 10.125 3.72341e+06
10.25 0.00359611 0.000749915 0.00140653 10.125 10.375 2.59580e+06
10.50 0.014346 0.00291487 0.00461979 10.375 10.625 1.61353e+06
10.75 0.0245454 0.00533788 0.00644397 10.625 10.875 994536
11.00 0.028627 0.00607863 0.00680655 10.875 11.125 599886
11.25 0.0265271 0.00380325 0.00635072 11.125 11.375 348571
11.50 0.0212989 0.00108823 0.00636242 11.375 11.625 202381
11.75 0.0183582 0.000483297 0.00599865 11.625 11.875 117257
12.00 0.0236602 -0.000642851 0.00834613 11.875 12.125 67089
12.25 0.0462344 -0.00221557 0.0168433 12.125 12.375 38149
12.50 0.0955369 -0.00493476 0.0332642 12.375 12.625 21286
12.75 0.178831 -0.00806141 0.0572436 12.625 12.875 11662
13.00 0.292651 -0.00807872 0.0799934 12.875 13.125 6124
13.25 0.412453 -0.00449455 0.0962723 13.125 13.375 3127
13.50 0.52954 0.000702918 0.0952207 13.375 13.625 1527
13.75 0.612247 0.0123622 0.0844387 13.625 13.875 686
14.00 0.712961 0.0159303 0.0791078 13.875 14.125 254
14.25 0.763138 0.0333373 0.0613821 14.125 14.375 89
14.50 0.858948 0.0239585 0.052145 14.375 14.625 16
14.75 0.947777 0.00751299 0.0113465 14.625 14.875 2
15.00 0.846124 0.0399209 0.0502281 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
