#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.08315e-05 -3.08167e-05 3.08172e-05 8.625 8.875 31738
9.00 2.99124e-07 3.85863e-07 2.83713e-07 8.875 9.125 52839
9.25 0.00024355 1.04099e-05 6.44305e-05 9.125 9.375 229694
9.50 0.000166576 1.59664e-05 3.84953e-05 9.375 9.625 751287
9.75 8.22131e-05 2.53726e-05 2.42086e-05 9.625 9.875 1.95498e+06
10.00 0.000210446 8.24161e-05 9.07903e-05 9.875 10.125 3.00014e+06
10.25 0.00306942 0.000752126 0.00114328 10.125 10.375 2.2816e+06
10.50 0.0125461 0.00269353 0.0035116 10.375 10.625 1.4559e+06
10.75 0.0213766 0.00498075 0.00390794 10.625 10.875 907665
11.00 0.0249445 0.00485931 0.003708 10.875 11.125 562044
11.25 0.025171 0.00295077 0.00425387 11.125 11.375 337812
11.50 0.0233956 0.000349695 0.00558618 11.375 11.625 201411
11.75 0.0254826 -0.000241728 0.00784915 11.625 11.875 119981
12.00 0.0388806 -0.00126988 0.0117865 11.875 12.125 70662
12.25 0.0739872 -0.0031468 0.0220983 12.125 12.375 41467
12.50 0.137651 -0.00526871 0.0361551 12.375 12.625 24233
12.75 0.240979 -0.00683998 0.0550114 12.625 12.875 14222
13.00 0.367281 -0.007375 0.071157 12.875 13.125 7975
13.25 0.497415 -0.00551072 0.0776024 13.125 13.375 4498
13.50 0.615714 -0.00189728 0.0788643 13.375 13.625 2440
13.75 0.721793 0.00322783 0.0670418 13.625 13.875 1256
14.00 0.791484 0.0105651 0.0558442 13.875 14.125 615
14.25 0.831857 0.0144284 0.0451931 14.125 14.375 294
14.50 0.863617 0.0161723 0.0362467 14.375 14.625 104
14.75 0.917014 0.0128516 0.0254471 14.625 14.875 40
15.00 0.915756 0.0438585 0.0181038 14.875 15.125 3
15.25 0.954226 0.0109428 0.0155801 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
