#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44583e-08 2.10429e-10 1.05214e-10 8.625 8.875 44754
9.00 9.18498e-08 1.85385e-08 1.8212e-08 8.875 9.125 80104
9.25 0.000170533 1.71247e-05 3.04388e-05 9.125 9.375 374678
9.50 0.000171 2.1512e-05 3.31675e-05 9.375 9.625 1.47138e+06
9.75 0.000163691 4.55734e-05 3.61195e-05 9.625 9.875 3.51357e+06
10.00 0.000440732 0.00014633 0.000161944 9.875 10.125 3.96635e+06
10.25 0.00400568 0.000881684 0.00159909 10.125 10.375 2.69503e+06
10.50 0.0156006 0.00365643 0.00519354 10.375 10.625 1.66353e+06
10.75 0.0268367 0.00611721 0.00797889 10.625 10.875 1.02001e+06
11.00 0.0319011 0.00659472 0.00851844 10.875 11.125 596282
11.25 0.03002 0.00457493 0.0088379 11.125 11.375 339948
11.50 0.0256937 0.00212955 0.00855885 11.375 11.625 194158
11.75 0.0209184 0.000730736 0.00709308 11.625 11.875 109597
12.00 0.0213185 0.000227431 0.00752627 11.875 12.125 61504
12.25 0.0354799 -0.00160346 0.0136504 12.125 12.375 33509
12.50 0.073759 -0.00381936 0.0283853 12.375 12.625 18104
12.75 0.141906 -0.00778073 0.0505666 12.625 12.875 9352
13.00 0.238472 -0.00603235 0.0747764 12.875 13.125 4677
13.25 0.351574 -0.00257507 0.0934299 13.125 13.375 2192
13.50 0.437321 0.008452 0.0930849 13.375 13.625 924
13.75 0.550861 0.0204307 0.0926858 13.625 13.875 360
14.00 0.652265 0.0288467 0.100839 13.875 14.125 125
14.25 0.75395 0.030253 0.0790783 14.125 14.375 20
14.50 0.657014 0.0650463 0.0957801 14.375 14.625 2
14.75 0.912514 0.0321879 0.0203567 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
