#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.40621e-08 1.84149e-10 -4.47358e-11 8.625 8.875 204240
9.00 1.43407e-08 2.00613e-11 1.26938e-10 8.875 9.125 287481
9.25 7.02877e-05 5.89619e-06 1.49274e-05 9.125 9.375 701504
9.50 0.000126738 8.00271e-06 2.48904e-05 9.375 9.625 1.25123e+06
9.75 0.000154596 1.32846e-05 2.7846e-05 9.625 9.875 1.12858e+06
10.00 0.000452391 6.7856e-05 0.000162742 9.875 10.125 619316
10.25 0.00186796 0.000346476 0.000804153 10.125 10.375 272633
10.50 0.00525735 0.000917549 0.00226469 10.375 10.625 107748
10.75 0.00806208 0.00125231 0.00366577 10.625 10.875 39785
11.00 0.00810623 0.00128332 0.00409475 10.875 11.125 13380
11.25 0.00835623 0.00083506 0.00509686 11.125 11.375 3878
11.50 0.0101916 0.000616653 0.00610101 11.375 11.625 992
11.75 0.0115589 0.00154345 0.00778113 11.625 11.875 203
12.00 0.0157768 0.00446923 0.007848 11.875 12.125 33
12.25 0.0279927 0.0239473 0.0253606 12.125 12.375 5
12.50 0.117135 -0.0427409 0.114984 12.375 12.625 1
12.75 0 0 0 12.625 12.875 0
13.00 0 0 0 12.875 13.125 0
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
