#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43397e-08 3.51318e-10 4.59233e-11 8.625 8.875 25958
9.00 1.43206e-08 4.63086e-10 -1.16814e-10 8.875 9.125 46433
9.25 0.000202125 6.06399e-06 5.14822e-05 9.125 9.375 217548
9.50 0.000172116 1.97297e-05 4.06456e-05 9.375 9.625 786326
9.75 9.92972e-05 3.51894e-05 2.69033e-05 9.625 9.875 2.14637e+06
10.00 0.000233063 8.73236e-05 9.37196e-05 9.875 10.125 3.26517e+06
10.25 0.00319401 0.000619682 0.0012536 10.125 10.375 2.39495e+06
10.50 0.0130248 0.00247412 0.00398954 10.375 10.625 1.51064e+06
10.75 0.0219616 0.00454802 0.0049231 10.625 10.875 938258
11.00 0.0251187 0.00475672 0.00480803 10.875 11.125 578951
11.25 0.024017 0.00271895 0.00464984 11.125 11.375 344479
11.50 0.0209087 0.000362063 0.00547268 11.375 11.625 203798
11.75 0.0216908 -0.000227829 0.00708874 11.625 11.875 120282
12.00 0.0330011 -0.00139805 0.0107803 11.875 12.125 70524
12.25 0.0651403 -0.00361748 0.0216291 12.125 12.375 41060
12.50 0.125957 -0.00607117 0.0378338 12.375 12.625 23667
12.75 0.222832 -0.00687167 0.0582069 12.625 12.875 13528
13.00 0.346507 -0.00810212 0.0735739 12.875 13.125 7646
13.25 0.475869 -0.00827768 0.0873455 13.125 13.375 4135
13.50 0.592934 -0.000831723 0.0834329 13.375 13.625 2200
13.75 0.694931 0.00662971 0.0706791 13.625 13.875 1094
14.00 0.766321 0.0113063 0.0661607 13.875 14.125 513
14.25 0.806743 0.0217612 0.0494006 14.125 14.375 226
14.50 0.864516 0.023826 0.0272663 14.375 14.625 56
14.75 0.895866 0.0189312 0.0344754 14.625 14.875 24
15.00 0.972426 0.00715399 0.0116701 14.875 15.125 1
15.25 0.932599 0.0229665 0.0123452 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
