#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42554e-08 1.57163e-11 1.05093e-10 8.625 8.875 316747
9.00 4.40451e-06 -4.761e-07 3.55166e-06 8.875 9.125 487827
9.25 0.000129112 5.53283e-06 2.70723e-05 9.125 9.375 1.31704e+06
9.50 0.000205612 1.35285e-05 4.812e-05 9.375 9.625 2.50770e+06
9.75 0.000210867 1.61378e-05 5.6543e-05 9.625 9.875 2.56894e+06
10.00 0.000521883 8.12241e-05 0.000185674 9.875 10.125 1.67312e+06
10.25 0.00278856 0.000482528 0.00109233 10.125 10.375 885983
10.50 0.00841049 0.0015448 0.00348619 10.375 10.625 418455
10.75 0.0141393 0.00240787 0.00575634 10.625 10.875 188435
11.00 0.0147953 0.00205041 0.0067868 10.875 11.125 79761
11.25 0.0143287 0.00149607 0.00749467 11.125 11.375 31309
11.50 0.0165354 0.0010282 0.00972904 11.375 11.625 11254
11.75 0.0157804 0.000930032 0.00945743 11.625 11.875 3511
12.00 0.0175689 0.00208727 0.00935758 11.875 12.125 983
12.25 0.0206066 0.00370732 0.00712128 12.125 12.375 211
12.50 0.0197462 0.00580847 0.0126227 12.375 12.625 39
12.75 0.0772023 0.0115033 0.0601169 12.625 12.875 8
13.00 0 0 0 12.875 13.125 0
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
