#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42211e-08 5.43769e-11 7.74838e-11 8.625 8.875 295171
9.00 9.42497e-06 7.63339e-09 3.29963e-06 8.875 9.125 471077
9.25 0.00014564 6.83426e-06 3.44543e-05 9.125 9.375 1.39342e+06
9.50 0.000222757 1.94471e-05 4.15453e-05 9.375 9.625 2.96075e+06
9.75 0.000211252 1.78175e-05 5.27734e-05 9.625 9.875 3.23906e+06
10.00 0.000609466 9.63257e-05 0.000215055 9.875 10.125 2.21207e+06
10.25 0.00339308 0.000574032 0.00127617 10.125 10.375 1.2016e+06
10.50 0.010321 0.00174501 0.0040411 10.375 10.625 594975
10.75 0.0168202 0.00274361 0.00670628 10.625 10.875 280831
11.00 0.0171686 0.00222143 0.00759445 10.875 11.125 127087
11.25 0.0172129 0.001644 0.00876986 11.125 11.375 53437
11.50 0.0185101 0.00126472 0.0108138 11.375 11.625 21099
11.75 0.0194194 0.00132858 0.0111973 11.625 11.875 7457
12.00 0.0186584 0.00143357 0.0102068 11.875 12.125 2302
12.25 0.0218111 0.00179753 0.0102604 12.125 12.375 638
12.50 0.0229429 0.000969792 0.0120749 12.375 12.625 142
12.75 0.0549106 0.00217761 0.0341071 12.625 12.875 30
13.00 0.22444 0.0261509 0.14042 12.875 13.125 3
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
