#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43143e-08 4.61617e-10 -1.0397e-11 8.625 8.875 28665
9.00 1.52364e-06 3.68625e-08 7.15719e-08 8.875 9.125 50841
9.25 0.000174698 1.48957e-05 3.75933e-05 9.125 9.375 243768
9.50 0.000161283 2.44046e-05 3.04821e-05 9.375 9.625 945842
9.75 0.000120605 4.65494e-05 2.91232e-05 9.625 9.875 2.6477e+06
10.00 0.000296819 0.000101397 0.000112027 9.875 10.125 3.60112e+06
10.25 0.00347564 0.000719633 0.00138074 10.125 10.375 2.54532e+06
10.50 0.0138886 0.00290882 0.0042608 10.375 10.625 1.58702e+06
10.75 0.023675 0.00550635 0.00575274 10.625 10.875 979266
11.00 0.0273509 0.00551824 0.00619132 10.875 11.125 595765
11.25 0.0253804 0.00366074 0.00583819 11.125 11.375 348285
11.50 0.0204528 0.00096269 0.00587666 11.375 11.625 203751
11.75 0.0186193 0.000171594 0.00611501 11.625 11.875 118378
12.00 0.0257452 -0.000656031 0.00903286 11.875 12.125 68594
12.25 0.0518411 -0.00258666 0.0185459 12.125 12.375 39385
12.50 0.10463 -0.0058445 0.0356185 12.375 12.625 22066
12.75 0.193001 -0.0077699 0.0574916 12.625 12.875 12310
13.00 0.310782 -0.00897846 0.0790862 12.875 13.125 6668
13.25 0.434758 -0.00689936 0.0912276 13.125 13.375 3464
13.50 0.551616 0 0.0963907 13.375 13.625 1720
13.75 0.636367 0.0134373 0.0769311 13.625 13.875 802
14.00 0.7272 0.0148824 0.07021 13.875 14.125 327
14.25 0.795329 0.0256143 0.0629873 14.125 14.375 125
14.50 0.828482 0.0369577 0.0324228 14.375 14.625 28
14.75 0.882081 0.0455159 0.0256966 14.625 14.875 3
15.00 0.910513 0.0357243 0.0307782 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
