#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.48052e-08 -6.8141e-11 4.68052e-10 8.625 8.875 29957
9.00 1.44075e-08 3.94615e-10 -8.85523e-11 8.875 9.125 53848
9.25 0.000143273 1.02168e-05 2.17083e-05 9.125 9.375 256967
9.50 0.000157869 2.32803e-05 2.44543e-05 9.375 9.625 1.03859e+06
9.75 0.000127073 4.46635e-05 2.87122e-05 9.625 9.875 2.86169e+06
10.00 0.000326921 0.000109909 0.000120766 9.875 10.125 3.70969e+06
10.25 0.00357295 0.000748602 0.00140109 10.125 10.375 2.59045e+06
10.50 0.0143067 0.00286854 0.00459611 10.375 10.625 1.61036e+06
10.75 0.024443 0.00541458 0.00640128 10.625 10.875 992899
11.00 0.0284729 0.00607723 0.0067533 10.875 11.125 599465
11.25 0.0263712 0.00374538 0.00629718 11.125 11.375 348682
11.50 0.0211289 0.0011447 0.00625427 11.375 11.625 202523
11.75 0.0183429 0.000545062 0.00599627 11.625 11.875 117426
12.00 0.0238325 -0.000611741 0.00843257 11.875 12.125 67297
12.25 0.046627 -0.00212377 0.016853 12.125 12.375 38333
12.50 0.0963579 -0.00499479 0.0331898 12.375 12.625 21416
12.75 0.181694 -0.00831382 0.0575752 12.625 12.875 11745
13.00 0.295366 -0.00831878 0.0808442 12.875 13.125 6172
13.25 0.414825 -0.00495714 0.0948381 13.125 13.375 3166
13.50 0.531663 0.00095135 0.0960773 13.375 13.625 1540
13.75 0.616113 0.0122772 0.0826105 13.625 13.875 694
14.00 0.709563 0.0161774 0.0784136 13.875 14.125 267
14.25 0.771387 0.02963 0.0637416 14.125 14.375 95
14.50 0.850235 0.0289471 0.0415559 14.375 14.625 16
14.75 0.914035 0.00876909 0.0397427 14.625 14.875 3
15.00 0.849836 0.0448376 0.0497109 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
