#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 2.06567e-08 -5.89092e-09 6.3167e-09 8.625 8.875 51936
9.00 1.4701e-08 2.22453e-11 2.23378e-10 8.875 9.125 92454
9.25 0.00015838 1.23876e-05 3.08176e-05 9.125 9.375 422037
9.50 0.000165685 2.09729e-05 3.02242e-05 9.375 9.625 1.61307e+06
9.75 0.0001695 4.84393e-05 3.7542e-05 9.625 9.875 3.69528e+06
10.00 0.000481324 0.000161241 0.000168603 9.875 10.125 4.01405e+06
10.25 0.00412406 0.000920175 0.00163303 10.125 10.375 2.70648e+06
10.50 0.0159562 0.00371181 0.00551081 10.375 10.625 1.67013e+06
10.75 0.0274346 0.00652166 0.00833477 10.625 10.875 1.02087e+06
11.00 0.0326459 0.00694133 0.00925334 10.875 11.125 590634
11.25 0.0308948 0.00478327 0.0093299 11.125 11.375 335131
11.50 0.0270618 0.00238038 0.0093331 11.375 11.625 189729
11.75 0.0223824 0.00127882 0.00764514 11.625 11.875 106443
12.00 0.0216062 0.000276394 0.00780049 11.875 12.125 59093
12.25 0.0335737 -0.00140753 0.0128153 12.125 12.375 31893
12.50 0.0674544 -0.00337638 0.026502 12.375 12.625 16895
12.75 0.131192 -0.00615478 0.0487214 12.625 12.875 8562
13.00 0.224385 -0.00728287 0.071655 12.875 13.125 4206
13.25 0.324232 -0.00261864 0.0896135 13.125 13.375 1887
13.50 0.419867 0.00270802 0.0975682 13.375 13.625 784
13.75 0.534986 0.025333 0.0971736 13.625 13.875 277
14.00 0.640734 0.0342937 0.100499 13.875 14.125 83
14.25 0.692514 0.0389646 0.0847679 14.125 14.375 14
14.50 0.673004 0.0737994 0.0626581 14.375 14.625 1
14.75 0.859394 0.0522526 0.060127 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
