#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.47659e-06 -1.46174e-06 1.4622e-06 8.625 8.875 35054
9.00 1.46056e-08 1.86729e-10 8.99298e-11 8.875 9.125 56660
9.25 0.000242441 8.24574e-06 6.36318e-05 9.125 9.375 239432
9.50 0.000161782 1.54156e-05 3.85805e-05 9.375 9.625 755416
9.75 7.75339e-05 2.56108e-05 2.19942e-05 9.625 9.875 1.93197e+06
10.00 0.000205307 8.44743e-05 8.63349e-05 9.875 10.125 2.9612e+06
10.25 0.00303657 0.000733588 0.00111709 10.125 10.375 2.26333e+06
10.50 0.0124904 0.00285343 0.00338786 10.375 10.625 1.4469e+06
10.75 0.021359 0.00497331 0.00368788 10.625 10.875 902380
11.00 0.0250427 0.00502794 0.00357698 10.875 11.125 558935
11.25 0.0254741 0.00296643 0.00413916 11.125 11.375 336443
11.50 0.0239463 0.000651715 0.00554994 11.375 11.625 200858
11.75 0.0262998 -0.000208994 0.00795688 11.625 11.875 119783
12.00 0.039901 -0.0013148 0.011903 11.875 12.125 70501
12.25 0.0752683 -0.00299495 0.0218437 12.125 12.375 41522
12.50 0.139858 -0.00475055 0.0361483 12.375 12.625 24314
12.75 0.243514 -0.00653699 0.0533773 12.625 12.875 14280
13.00 0.371373 -0.00709009 0.0713811 12.875 13.125 8026
13.25 0.502476 -0.00445452 0.0752765 13.125 13.375 4556
13.50 0.62092 -0.00129372 0.0771492 13.375 13.625 2427
13.75 0.722938 0.00330615 0.0667169 13.625 13.875 1293
14.00 0.795683 0.00992048 0.0545408 13.875 14.125 631
14.25 0.840383 0.0122993 0.0441086 14.125 14.375 304
14.50 0.862635 0.0175776 0.0372456 14.375 14.625 112
14.75 0.922868 0.0110478 0.0237229 14.625 14.875 43
15.00 0.908664 0.0341593 0.0278797 14.875 15.125 5
15.25 0.95957 0.00750089 0.0167721 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
