#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44677e-08 1.39465e-10 1.04332e-10 8.625 8.875 72122
9.00 1.46616e-08 1.55485e-11 1.76685e-10 8.875 9.125 126506
9.25 0.000175989 2.05738e-05 2.73637e-05 9.125 9.375 545530
9.50 0.000176652 2.55222e-05 3.38808e-05 9.375 9.625 1.95119e+06
9.75 0.000201127 4.88319e-05 4.41663e-05 9.625 9.875 4.09387e+06
10.00 0.000578116 0.00018028 0.000194076 9.875 10.125 4.0619e+06
10.25 0.00442766 0.00100733 0.00177734 10.125 10.375 2.69855e+06
10.50 0.0166975 0.00355998 0.00572793 10.375 10.625 1.66444e+06
10.75 0.0285201 0.00657244 0.00917469 10.625 10.875 1.00726e+06
11.00 0.0338794 0.00712646 0.0105122 10.875 11.125 570994
11.25 0.03224 0.0054335 0.0112156 11.125 11.375 318116
11.50 0.0295374 0.00313688 0.0112953 11.375 11.625 176966
11.75 0.0261257 0.00138385 0.0100466 11.625 11.875 97436
12.00 0.0237443 0.00021337 0.00890636 11.875 12.125 52567
12.25 0.0312914 -0.00139682 0.0128296 12.125 12.375 27483
12.50 0.0571 -0.00384743 0.0239244 12.375 12.625 14120
12.75 0.11265 -0.00711296 0.0449316 12.625 12.875 6744
13.00 0.188687 -0.00334898 0.0637439 12.875 13.125 3099
13.25 0.271306 0.00182262 0.0844974 13.125 13.375 1264
13.50 0.361868 0.0194004 0.0820437 13.375 13.625 486
13.75 0.459829 0.0306866 0.098105 13.625 13.875 156
14.00 0.569869 0.0494813 0.103534 13.875 14.125 29
14.25 0.566726 0.0223281 0.105584 14.125 14.375 4
14.50 0.766222 0.083376 0.107383 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
