#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.47066e-08 7.2478e-11 3.45336e-10 8.625 8.875 27961
9.00 1.48097e-08 4.85958e-11 2.88216e-10 8.875 9.125 49371
9.25 0.000224774 1.37524e-05 5.54087e-05 9.125 9.375 232707
9.50 0.000176141 1.84092e-05 3.37488e-05 9.375 9.625 870634
9.75 0.000108397 4.35889e-05 2.955e-05 9.625 9.875 2.42126e+06
10.00 0.000271684 9.11742e-05 0.000105792 9.875 10.125 3.47374e+06
10.25 0.00336096 0.000683181 0.00133252 10.125 10.375 2.48759e+06
10.50 0.013546 0.00262558 0.00411594 10.375 10.625 1.55788e+06
10.75 0.0229146 0.00504589 0.00545069 10.625 10.875 963318
11.00 0.0262508 0.00500742 0.00549488 10.875 11.125 590322
11.25 0.0245855 0.00303251 0.0053343 11.125 11.375 346660
11.50 0.02019 0.000693478 0.00552536 11.375 11.625 204271
11.75 0.0195889 0 0.00637638 11.625 11.875 119158
12.00 0.0287728 -0.00100063 0.00993267 11.875 12.125 69463
12.25 0.057628 -0.00335234 0.0203519 12.125 12.375 40219
12.50 0.115848 -0.00614583 0.0376471 12.375 12.625 22723
12.75 0.204875 -0.00834672 0.0584383 12.625 12.875 12846
13.00 0.328182 -0.00918138 0.077827 12.875 13.125 7164
13.25 0.453165 -0.00711673 0.0901132 13.125 13.375 3723
13.50 0.574488 6.23465e-05 0.0909839 13.375 13.625 1902
13.75 0.663012 0.0097689 0.0743897 13.625 13.875 949
14.00 0.738444 0.0137663 0.0674247 13.875 14.125 397
14.25 0.803239 0.0252883 0.0547349 14.125 14.375 164
14.50 0.845921 0.038094 0.0279449 14.375 14.625 34
14.75 0.889977 0.022218 0.0375057 14.625 14.875 10
15.00 0.936812 0.0187405 0.0174431 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
