#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.48939e-08 -2.24862e-10 5.50913e-10 8.625 8.875 37110
9.00 8.23487e-07 5.86195e-08 9.84393e-08 8.875 9.125 66944
9.25 0.000160658 9.81666e-06 3.35353e-05 9.125 9.375 320920
9.50 0.000160933 1.9225e-05 2.84736e-05 9.375 9.625 1.29936e+06
9.75 0.000149689 4.65378e-05 3.31509e-05 9.625 9.875 3.28276e+06
10.00 0.000397693 0.000130069 0.000142391 9.875 10.125 3.8885e+06
10.25 0.00384417 0.000809749 0.00153011 10.125 10.375 2.66572e+06
10.50 0.0151407 0.00359814 0.00496703 10.375 10.625 1.64929e+06
10.75 0.0259803 0.00603498 0.00736309 10.625 10.875 1.01364e+06
11.00 0.0307773 0.00620434 0.0078585 10.875 11.125 599856
11.25 0.0287576 0.00432369 0.00778589 11.125 11.375 344881
11.50 0.0238145 0.00172875 0.00741899 11.375 11.625 198379
11.75 0.0193051 0.000690909 0.00642863 11.625 11.875 112965
12.00 0.0216547 -3.28943e-05 0.007556 11.875 12.125 64020
12.25 0.038343 -0.00167376 0.0142343 12.125 12.375 35552
12.50 0.0813521 -0.00412111 0.0301347 12.375 12.625 19554
12.75 0.156801 -0.00832266 0.0527429 12.625 12.875 10222
13.00 0.257749 -0.00753638 0.076121 12.875 13.125 5271
13.25 0.380124 -0.00346085 0.0945759 13.125 13.375 2539
13.50 0.478467 0.00365421 0.0986877 13.375 13.625 1165
13.75 0.563095 0.0205034 0.0905678 13.625 13.875 461
14.00 0.689314 0.0210653 0.0906913 13.875 14.125 177
14.25 0.75233 0.0311496 0.0641362 14.125 14.375 35
14.50 0.817638 0.025542 0.0622408 14.375 14.625 6
14.75 0.887845 0.021086 0.0420749 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
