#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.15985e-05 -3.15837e-05 3.15841e-05 8.625 8.875 31043
9.00 1.45619e-08 2.51641e-10 7.81357e-11 8.875 9.125 51873
9.25 0.000248856 9.39044e-06 7.34759e-05 9.125 9.375 227004
9.50 0.000165434 1.79661e-05 3.57109e-05 9.375 9.625 751090
9.75 8.25263e-05 2.55191e-05 2.47202e-05 9.625 9.875 1.96302e+06
10.00 0.000214527 8.19574e-05 9.17619e-05 9.875 10.125 3.01385e+06
10.25 0.00307541 0.000731669 0.00116263 10.125 10.375 2.28787e+06
10.50 0.0125679 0.00274183 0.00355754 10.375 10.625 1.45902e+06
10.75 0.0213894 0.0048719 0.00398178 10.625 10.875 909317
11.00 0.0249252 0.00483684 0.00380333 10.875 11.125 563131
11.25 0.0250824 0.00298625 0.00427773 11.125 11.375 338304
11.50 0.0231884 0.000316542 0.00557451 11.375 11.625 201559
11.75 0.0252312 -0.000246134 0.00780348 11.625 11.875 120083
12.00 0.0385284 -0.00126763 0.0117618 11.875 12.125 70660
12.25 0.0736292 -0.00318536 0.0222378 12.125 12.375 41461
12.50 0.136844 -0.00538465 0.0361422 12.375 12.625 24250
12.75 0.239316 -0.0066902 0.0546745 12.625 12.875 14175
13.00 0.366037 -0.00730747 0.0713388 12.875 13.125 7970
13.25 0.495754 -0.00617096 0.0784718 13.125 13.375 4488
13.50 0.614602 -0.00232613 0.0790471 13.375 13.625 2424
13.75 0.720628 0.00307375 0.0681463 13.625 13.875 1247
14.00 0.788694 0.010215 0.0564511 13.875 14.125 612
14.25 0.830989 0.0142339 0.0448638 14.125 14.375 291
14.50 0.862479 0.0171462 0.0370194 14.375 14.625 101
14.75 0.915276 0.0138869 0.0260055 14.625 14.875 39
15.00 0.914291 0.045383 0.0189988 14.875 15.125 3
15.25 0.950334 0.0148611 0.0119858 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
