#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.48172e-08 -7.77201e-11 5.07468e-10 8.625 8.875 26075
9.00 1.48954e-08 -1.10479e-10 4.22646e-10 8.875 9.125 46398
9.25 0.000223315 1.37261e-05 5.28447e-05 9.125 9.375 216879
9.50 0.000174414 1.85925e-05 4.36068e-05 9.375 9.625 781370
9.75 9.7217e-05 3.55935e-05 2.62921e-05 9.625 9.875 2.12968e+06
10.00 0.000228903 8.58734e-05 9.43287e-05 9.875 10.125 3.24653e+06
10.25 0.00319552 0.000613598 0.00125509 10.125 10.375 2.38698e+06
10.50 0.0130054 0.00245591 0.00399214 10.375 10.625 1.50695e+06
10.75 0.0218914 0.00450145 0.00486203 10.625 10.875 936315
11.00 0.0250738 0.00473903 0.00477003 10.875 11.125 577755
11.25 0.0240549 0.00267023 0.00463806 11.125 11.375 344119
11.50 0.0210029 0.000383301 0.00542392 11.375 11.625 203648
11.75 0.021919 -0.000284621 0.00712028 11.625 11.875 120306
12.00 0.0334224 -0.00145642 0.0109249 11.875 12.125 70538
12.25 0.0657628 -0.003676 0.0217674 12.125 12.375 41143
12.50 0.126828 -0.00605015 0.0376477 12.375 12.625 23738
12.75 0.224126 -0.00668785 0.0576053 12.625 12.875 13573
13.00 0.346919 -0.00794336 0.0735114 12.875 13.125 7684
13.25 0.477776 -0.00805926 0.0865289 13.125 13.375 4168
13.50 0.594288 -0.000784397 0.0839249 13.375 13.625 2211
13.75 0.69655 0.00644249 0.070203 13.625 13.875 1111
14.00 0.768706 0.0106888 0.0658903 13.875 14.125 523
14.25 0.808653 0.0225716 0.048068 14.125 14.375 227
14.50 0.864764 0.0234436 0.029104 14.375 14.625 59
14.75 0.892914 0.0169221 0.0355175 14.625 14.875 25
15.00 0.975322 0.00487971 0.0138164 14.875 15.125 1
15.25 0.933197 0.0236276 0.0103623 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
