#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4523e-08 7.19558e-11 1.67096e-10 8.625 8.875 74552
9.00 1.45763e-08 1.45615e-10 8.92664e-11 8.875 9.125 131703
9.25 0.000179516 1.92402e-05 3.1109e-05 9.125 9.375 559189
9.50 0.000176248 2.43752e-05 3.7556e-05 9.375 9.625 1.99000e+06
9.75 0.000202706 4.84633e-05 4.36798e-05 9.625 9.875 4.13495e+06
10.00 0.000598641 0.000180917 0.000202086 9.875 10.125 4.06137e+06
10.25 0.00445488 0.00101538 0.00178773 10.125 10.375 2.69483e+06
10.50 0.0167653 0.00350268 0.00576574 10.375 10.625 1.6619e+06
10.75 0.0285566 0.00646915 0.00927088 10.625 10.875 1.00459e+06
11.00 0.0339509 0.00698947 0.010565 10.875 11.125 567866
11.25 0.0323088 0.00557898 0.0114652 11.125 11.375 315677
11.50 0.0297128 0.00339198 0.0114723 11.375 11.625 175531
11.75 0.0265079 0.00138781 0.0103022 11.625 11.875 96369
12.00 0.0240794 0.000177484 0.00918904 11.875 12.125 51771
12.25 0.0310149 -0.00147887 0.0128274 12.125 12.375 26927
12.50 0.0561147 -0.00349338 0.0234798 12.375 12.625 13795
12.75 0.110455 -0.00696628 0.0440107 12.625 12.875 6534
13.00 0.186392 -0.00420707 0.0640835 12.875 13.125 2972
13.25 0.263343 0.00287712 0.0813941 13.125 13.375 1222
13.50 0.36562 0.0196612 0.0846415 13.375 13.625 451
13.75 0.456851 0.0334828 0.0948762 13.625 13.875 139
14.00 0.559556 0.0542737 0.0964986 13.875 14.125 26
14.25 0.55922 0.017143 0.106858 14.125 14.375 4
14.50 0.766521 0.0773585 0.124971 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
