#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44311e-08 2.0334e-11 1.2683e-10 8.625 8.875 172944
9.00 1.12402e-06 1.3879e-07 1.79933e-07 8.875 9.125 281972
9.25 0.000175048 1.07245e-05 3.15871e-05 9.125 9.375 1.0145e+06
9.50 0.00025703 1.94542e-05 5.03338e-05 9.375 9.625 2.98748e+06
9.75 0.000266164 3.88962e-05 6.18284e-05 9.625 9.875 4.81438e+06
10.00 0.00092001 0.000221943 0.000327919 9.875 10.125 3.77172e+06
10.25 0.00542972 0.00124882 0.0021211 10.125 10.375 2.33641e+06
10.50 0.0179362 0.00345792 0.00654297 10.375 10.625 1.40556e+06
10.75 0.0280166 0.00558699 0.0102425 10.625 10.875 784173
11.00 0.0302671 0.00515349 0.0118724 10.875 11.125 417090
11.25 0.0296027 0.00386869 0.0133682 11.125 11.375 216849
11.50 0.0295439 0.00290944 0.0145214 11.375 11.625 109455
11.75 0.0298052 0.00222105 0.01424 11.625 11.875 53707
12.00 0.0288264 0.000625672 0.013228 11.875 12.125 25466
12.25 0.0301655 -0.000306142 0.0142157 12.125 12.375 11115
12.50 0.040184 -0.00282323 0.0195532 12.375 12.625 4667
12.75 0.0607779 -0.00228147 0.0268247 12.625 12.875 1673
13.00 0.110419 0.00178973 0.0433535 12.875 13.125 554
13.25 0.164069 0.00342183 0.0618857 13.125 13.375 146
13.50 0.243031 0.00937322 0.0997156 13.375 13.625 34
13.75 0.665809 0.0554954 0.14939 13.625 13.875 1
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
