#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 2.47421e-08 5.64039e-09 3.08959e-09 8.625 8.875 153244
9.00 1.22295e-06 6.45288e-07 2.615e-07 8.875 9.125 250698
9.25 0.000167869 1.41031e-05 3.33325e-05 9.125 9.375 928716
9.50 0.000248337 2.42165e-05 4.45002e-05 9.375 9.625 2.80945e+06
9.75 0.000257864 4.23047e-05 5.8631e-05 9.625 9.875 4.7804e+06
10.00 0.000893365 0.000220134 0.000315005 9.875 10.125 3.86988e+06
10.25 0.00522801 0.00119777 0.00203819 10.125 10.375 2.44167e+06
10.50 0.0178461 0.0034782 0.00651834 10.375 10.625 1.48941e+06
10.75 0.0288708 0.00608793 0.0104524 10.625 10.875 850503
11.00 0.0318425 0.00569666 0.0118498 10.875 11.125 457872
11.25 0.0307456 0.00391135 0.0131932 11.125 11.375 242003
11.50 0.0303598 0.00346279 0.0143054 11.375 11.625 125495
11.75 0.0301738 0.00250976 0.013603 11.625 11.875 63553
12.00 0.0290865 1.19582e-06 0.0129327 11.875 12.125 31080
12.25 0.0306406 -0.00132122 0.0141793 12.125 12.375 14226
12.50 0.0429599 -0.00352465 0.0206465 12.375 12.625 6239
12.75 0.0700016 -0.00259139 0.030961 12.625 12.875 2457
13.00 0.121339 -0.00199503 0.0496534 12.875 13.125 874
13.25 0.1757 0.00730324 0.0598583 13.125 13.375 273
13.50 0.263792 0.020919 0.100486 13.375 13.625 64
13.75 0.361699 0.00773904 0.134518 13.625 13.875 6
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
