#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43465e-08 2.64828e-10 1.22222e-11 8.625 8.875 58518
9.00 1.4584e-08 1.09534e-10 1.18849e-10 8.875 9.125 103936
9.25 0.000179044 1.89574e-05 2.66348e-05 9.125 9.375 466305
9.50 0.000173969 2.47473e-05 3.3254e-05 9.375 9.625 1.73919e+06
9.75 0.000183592 4.65377e-05 4.37495e-05 9.625 9.875 3.84993e+06
10.00 0.000510589 0.000167908 0.000175085 9.875 10.125 4.04251e+06
10.25 0.00422922 0.000946059 0.0016795 10.125 10.375 2.70917e+06
10.50 0.0162265 0.00379809 0.0055693 10.375 10.625 1.67136e+06
10.75 0.0279098 0.00652317 0.00856088 10.625 10.875 1.01864e+06
11.00 0.0332538 0.00700435 0.00971284 10.875 11.125 584171
11.25 0.0315259 0.00546622 0.0103468 11.125 11.375 329785
11.50 0.0282106 0.00245515 0.0102356 11.375 11.625 185276
11.75 0.0238621 0.00126196 0.0085768 11.625 11.875 103483
12.00 0.0221512 0.000250185 0.00815424 11.875 12.125 56635
12.25 0.0320994 -0.00106162 0.01251 12.125 12.375 30335
12.50 0.0629016 -0.00352777 0.0249024 12.375 12.625 15789
12.75 0.124629 -0.00603683 0.0475981 12.625 12.875 7924
13.00 0.208347 -0.00494847 0.0687795 12.875 13.125 3756
13.25 0.302555 0.000624806 0.0849125 13.125 13.375 1639
13.50 0.398945 0.0100935 0.0913593 13.375 13.625 661
13.75 0.518602 0.0234858 0.101381 13.625 13.875 244
14.00 0.603276 0.0458679 0.106903 13.875 14.125 50
14.25 0.663789 0.0502124 0.0660025 14.125 14.375 10
14.50 0.844127 0.0425818 0.0800301 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
