#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.66752e-06 2.06272e-07 2.94216e-07 8.625 8.875 29335
9.00 2.50155e-06 1.41222e-08 6.41483e-08 8.875 9.125 52656
9.25 0.000174757 1.45519e-05 3.39556e-05 9.125 9.375 250717
9.50 0.000154208 2.28043e-05 2.70772e-05 9.375 9.625 999152
9.75 0.000127766 4.72204e-05 2.94416e-05 9.625 9.875 2.77822e+06
10.00 0.000317738 0.000107414 0.000117017 9.875 10.125 3.66892e+06
10.25 0.00353826 0.000745435 0.0013914 10.125 10.375 2.57361e+06
10.50 0.0141449 0.00296241 0.00441899 10.375 10.625 1.60171e+06
10.75 0.0241261 0.00551635 0.00615257 10.625 10.875 987997
11.00 0.0279866 0.00592501 0.00655652 10.875 11.125 598287
11.25 0.0259872 0.00362284 0.00618845 11.125 11.375 348423
11.50 0.0208085 0.00112164 0.00611832 11.375 11.625 203150
11.75 0.0183921 0.000340493 0.00601702 11.625 11.875 117942
12.00 0.0244064 -0.000601977 0.00857559 11.875 12.125 67906
12.25 0.0489045 -0.00253459 0.0179175 12.125 12.375 38716
12.50 0.0991797 -0.00532496 0.0337602 12.375 12.625 21720
12.75 0.186475 -0.00789759 0.0575954 12.625 12.875 11954
13.00 0.299102 -0.00908688 0.0791027 12.875 13.125 6384
13.25 0.423556 -0.00589994 0.0929029 13.125 13.375 3285
13.50 0.542941 0.000418842 0.0959179 13.375 13.625 1598
13.75 0.622452 0.0133718 0.080889 13.625 13.875 733
14.00 0.718478 0.0167208 0.0744867 13.875 14.125 298
14.25 0.775684 0.0289173 0.0606868 14.125 14.375 102
14.50 0.845634 0.0220604 0.0521434 14.375 14.625 20
14.75 0.899946 0.0249479 0.0442804 14.625 14.875 4
15.00 0.854124 0.0609182 0.0490022 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
