#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44969e-08 2.36843e-10 1.35646e-10 8.625 8.875 27683
9.00 1.04869e-07 1.36862e-07 8.58026e-08 8.875 9.125 47733
9.25 0.00022352 1.24036e-05 5.25365e-05 9.125 9.375 217557
9.50 0.000158308 1.91e-05 3.83088e-05 9.375 9.625 755724
9.75 8.8905e-05 3.06953e-05 2.43595e-05 9.625 9.875 2.02098e+06
10.00 0.000224878 8.26979e-05 9.2882e-05 9.875 10.125 3.10457e+06
10.25 0.00310732 0.000672658 0.00121371 10.125 10.375 2.32768e+06
10.50 0.0127148 0.0025537 0.00369057 10.375 10.625 1.47831e+06
10.75 0.0215517 0.00461212 0.00456704 10.625 10.875 920085
11.00 0.0248895 0.00459881 0.0043418 10.875 11.125 569255
11.25 0.0245209 0.00290168 0.00436596 11.125 11.375 340648
11.50 0.0221044 0.000249816 0.005726 11.375 11.625 202624
11.75 0.0237497 -0.000385204 0.0075207 11.625 11.875 120349
12.00 0.0366861 -0.00148783 0.011734 11.875 12.125 70554
12.25 0.0702535 -0.00340185 0.0221047 12.125 12.375 41366
12.50 0.132685 -0.00587286 0.0369015 12.375 12.625 24142
12.75 0.233466 -0.00698382 0.0568821 12.625 12.875 13936
13.00 0.358289 -0.00825056 0.0720155 12.875 13.125 7886
13.25 0.489491 -0.00598398 0.0815106 13.125 13.375 4348
13.50 0.607813 -0.00341797 0.0816435 13.375 13.625 2356
13.75 0.708949 0.00573784 0.0675443 13.625 13.875 1213
14.00 0.77729 0.00986069 0.0602779 13.875 14.125 573
14.25 0.82411 0.0189638 0.0443629 14.125 14.375 271
14.50 0.852174 0.0240932 0.0294408 14.375 14.625 81
14.75 0.905998 0.0162205 0.0297462 14.625 14.875 32
15.00 0.905814 0.0301259 0.0298116 14.875 15.125 3
15.25 0.949608 0.0132293 0.0154364 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
