#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43801e-08 1.48503e-10 4.05009e-11 8.625 8.875 128037
9.00 9.00143e-06 -4.15776e-08 4.82834e-06 8.875 9.125 212950
9.25 0.000159721 1.53862e-05 2.72017e-05 9.125 9.375 819740
9.50 0.000227855 2.32657e-05 4.11379e-05 9.375 9.625 2.5829e+06
9.75 0.000246629 4.92671e-05 5.66293e-05 9.625 9.875 4.66692e+06
10.00 0.000791825 0.000205681 0.000278608 9.875 10.125 3.95775e+06
10.25 0.00497626 0.00112402 0.00191676 10.125 10.375 2.54528e+06
10.50 0.0177279 0.00357076 0.0063954 10.375 10.625 1.56601e+06
10.75 0.0290758 0.00645811 0.0105375 10.625 10.875 912994
11.00 0.0331063 0.00641431 0.011773 10.875 11.125 499130
11.25 0.0318822 0.00446117 0.0130814 11.125 11.375 268118
11.50 0.0306836 0.00343218 0.0135284 11.375 11.625 142876
11.75 0.0301152 0.00229485 0.013194 11.625 11.875 74507
12.00 0.028519 0.000270339 0.012384 11.875 12.125 37498
12.25 0.0304632 -0.00171178 0.0138889 12.125 12.375 18102
12.50 0.0456717 -0.00366865 0.0206836 12.375 12.625 8317
12.75 0.0810318 -0.0037114 0.0342088 12.625 12.875 3538
13.00 0.134859 -0.00221132 0.0542712 12.875 13.125 1318
13.25 0.209242 0.00675221 0.0735909 13.125 13.375 458
13.50 0.295607 0.0157362 0.0888014 13.375 13.625 133
13.75 0.361159 0.0293094 0.112205 13.625 13.875 22
14.00 0.23942 0.0573862 0.0531313 13.875 14.125 2
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
