#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42399e-08 4.64246e-10 -2.94405e-11 8.625 8.875 26320
9.00 1.43522e-08 4.51622e-10 -1.3544e-10 8.875 9.125 47315
9.25 0.000191194 7.87785e-06 4.14603e-05 9.125 9.375 223187
9.50 0.000176015 2.00336e-05 4.08944e-05 9.375 9.625 817411
9.75 0.000103773 3.83057e-05 2.61316e-05 9.625 9.875 2.24625e+06
10.00 0.000249156 9.05857e-05 9.99459e-05 9.875 10.125 3.35773e+06
10.25 0.00324842 0.000630025 0.00128555 10.125 10.375 2.43468e+06
10.50 0.0131909 0.00241813 0.00412567 10.375 10.625 1.53071e+06
10.75 0.022294 0.00474315 0.00523228 10.625 10.875 949901
11.00 0.0254369 0.00475276 0.00505664 10.875 11.125 584111
11.25 0.0240804 0.00276447 0.00490432 11.125 11.375 345961
11.50 0.0204175 0.000717722 0.00543043 11.375 11.625 204215
11.75 0.0206456 2.3922e-05 0.00677979 11.625 11.875 119974
12.00 0.0310034 -0.00111564 0.0102999 11.875 12.125 70239
12.25 0.0620599 -0.00347174 0.0214761 12.125 12.375 40775
12.50 0.121604 -0.00603596 0.0375469 12.375 12.625 23300
12.75 0.21523 -0.00773673 0.0585463 12.625 12.875 13379
13.00 0.339285 -0.0083656 0.0745939 12.875 13.125 7417
13.25 0.465556 -0.00865927 0.0897883 13.125 13.375 4008
13.50 0.584875 0 0.0834349 13.375 13.625 2075
13.75 0.679003 0.00943011 0.0723447 13.625 13.875 1045
14.00 0.760157 0.00946051 0.0689497 13.875 14.125 468
14.25 0.800945 0.0230374 0.0503098 14.125 14.375 205
14.50 0.862806 0.0262601 0.0320708 14.375 14.625 47
14.75 0.901703 0.0159639 0.0353654 14.625 14.875 16
15.00 0.94728 0.0148619 0.0167643 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
