#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4784e-08 9.07825e-11 2.13616e-10 8.625 8.875 49735
9.00 1.46436e-08 2.51132e-10 1.03109e-11 8.875 9.125 72212
9.25 0.000256892 3.47081e-05 5.35287e-05 9.125 9.375 276731
9.50 0.000142461 2.51817e-05 3.5874e-05 9.375 9.625 775168
9.75 6.93452e-05 2.506e-05 2.2797e-05 9.625 9.875 1.86328e+06
10.00 0.000196454 7.02314e-05 8.49346e-05 9.875 10.125 2.8486e+06
10.25 0.00305792 0.000749288 0.00116022 10.125 10.375 2.20745e+06
10.50 0.0124698 0.00296229 0.00343456 10.375 10.625 1.41827e+06
10.75 0.0215249 0.00506835 0.00347273 10.625 10.875 886912
11.00 0.0255789 0.00520139 0.0031047 10.875 11.125 548909
11.25 0.0266529 0.00370302 0.00375184 11.125 11.375 332197
11.50 0.0258588 0.00118955 0.00530264 11.375 11.625 199083
11.75 0.028989 0.000121003 0.0077949 11.625 11.875 119001
12.00 0.0430816 -0.000869203 0.0119422 11.875 12.125 70310
12.25 0.0799673 -0.00242674 0.0210646 12.125 12.375 41442
12.50 0.145736 -0.00394732 0.0352147 12.375 12.625 24512
12.75 0.250356 -0.00555456 0.0503782 12.625 12.875 14412
13.00 0.380541 -0.00484654 0.0670961 12.875 13.125 8228
13.25 0.512342 -0.00367612 0.0727754 13.125 13.375 4616
13.50 0.632792 -0.00213933 0.0739244 13.375 13.625 2528
13.75 0.72601 0.00428081 0.061894 13.625 13.875 1372
14.00 0.802071 0.00932324 0.0486811 13.875 14.125 678
14.25 0.846161 0.0130009 0.0383695 14.125 14.375 332
14.50 0.874252 0.0151843 0.0371886 14.375 14.625 131
14.75 0.907371 0.0125133 0.0197219 14.625 14.875 57
15.00 0.902093 0.0227139 0.0344832 14.875 15.125 6
15.25 0.973281 0.00410342 0.0111952 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
