#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44871e-08 -1.97264e-11 1.80876e-10 8.625 8.875 178278
9.00 6.93405e-06 1.17543e-07 7.4688e-07 8.875 9.125 289330
9.25 0.000176338 7.852e-06 3.08308e-05 9.125 9.375 1.03532e+06
9.50 0.00024932 2.02169e-05 5.01609e-05 9.375 9.625 3.03117e+06
9.75 0.000268328 3.7873e-05 6.48273e-05 9.625 9.875 4.81268e+06
10.00 0.000921392 0.00021884 0.000331136 9.875 10.125 3.74263e+06
10.25 0.00548683 0.00124942 0.00213552 10.125 10.375 2.30661e+06
10.50 0.0179112 0.00337027 0.00649651 10.375 10.625 1.38085e+06
10.75 0.0277778 0.00542716 0.010146 10.625 10.875 765750
11.00 0.0298359 0.0049549 0.0117179 10.875 11.125 405865
11.25 0.0292228 0.00381714 0.0133424 11.125 11.375 209736
11.50 0.0293026 0.00254107 0.0145717 11.375 11.625 105063
11.75 0.0294652 0.00224846 0.0142663 11.625 11.875 51271
12.00 0.0288324 0.000601469 0.0133097 11.875 12.125 24007
12.25 0.0301095 -0.000204289 0.014464 12.125 12.375 10294
12.50 0.0382452 -0.00271338 0.018745 12.375 12.625 4304
12.75 0.0626995 -0.00298752 0.0276125 12.625 12.875 1460
13.00 0.103945 0.00319403 0.0399336 12.875 13.125 513
13.25 0.169659 0.00120318 0.0650472 13.125 13.375 115
13.50 0.258409 0.00262523 0.10647 13.375 13.625 29
13.75 0.665742 0.0548698 0.149704 13.625 13.875 1
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
